index,order_id,payment_sequential,payment_type,payment_installments,payment_value
64,fc662bafa52d2ef16078f6f6141009d6,1,boleto,1,90.05
65,4217849b1ff18a9270fe048eabc4dc45,1,credit_card,1,67.88
66,795c16acb4e3c30dfa5b6827727ef488,1,credit_card,2,37.58
67,55e2d723733c45033e71cb4d44690234,1,boleto,1,89.63
68,947e9c6bfd83a06953c420ef92d3da6e,1,voucher,1,69.46
69,60e43c5f5ba559d9dd19357ed72cb2f2,1,credit_card,2,78.3
70,e3e9e3295f4e1512167c232a0aaae8a5,1,voucher,1,50.8
71,460d57443ffdcaeba240360239747cf7,1,credit_card,1,34.0
72,4cb51127f19f7254b320efe1718477dd,1,boleto,1,77.1
73,110d9355d6338eab0a65a0cacdde5434,1,credit_card,5,566.4
74,42f5954cda381bd032934ee38c453711,1,credit_card,8,402.42
75,3689194c14ad4e2e7361ebd1df0e77b0,2,voucher,1,57.53
76,97c111c4f22dfa1089a9c0b5338dcc79,1,credit_card,3,44.01
77,4b2d035932915aa9c2a0d4d84cd6d3b0,1,credit_card,3,187.51
78,e1b4ee0e390fbac1dec439d72b45a115,1,credit_card,3,77.7
79,fee72a68ce935ebf2939fe72f27d3d9b,1,credit_card,1,48.68
80,4d3bfdf4c7d6578ea445d588371ae10e,1,credit_card,1,77.29
81,4c2e1a95586c815795a324d1599e7b5a,1,credit_card,8,117.71
82,c9f23db8a1cb725df9bdb3383bd72b38,1,credit_card,3,169.34
83,8e47a04b25d7a7075064e8e0bd2e0318,1,credit_card,1,37.61
84,723e462ce1ee50e024887c0b403130f3,1,credit_card,1,13.8
85,fa2ea4b6e84c1c0fc4f3a6d468c55183,1,debit_card,1,227.12
86,fb1a2a1296f822405a946cbdfc0d3ed6,1,credit_card,3,34.78
87,198298d54f269d8c5fe89e85a859af61,1,credit_card,10,342.56
88,b19ca559688b49e8cf7f88c1aa3f0009,1,credit_card,7,73.34
89,5be8d4719fe2e3669e2d07dddf3b6b0c,1,credit_card,4,117.85
90,4a02e985c7239d866a632f07ed20d9c0,1,credit_card,1,48.62
91,3e17eef8a8bd0131c7aed90d7508799e,1,credit_card,1,53.99
92,f8d323a2702fed37f0229965f7e9f8b3,1,credit_card,1,51.14
93,de4090fd9b7900d46323b0c7c36b7128,1,credit_card,2,121.45
94,17e5131fe1d4b1a8dc14d4a66914f9d7,1,credit_card,1,73.34
95,20f136d890c31a62486c809f91a5b098,1,credit_card,10,117.68
96,557cc2675910c4a6c9b54ad276f25097,1,credit_card,1,56.77
97,d60a89ab9bc1e68834465ae630c3343e,1,credit_card,2,115.59
98,3ba2d0012b1f34bc6ccbc31c4ba69f93,1,credit_card,6,60.07
99,d46f45b0d795bcf47a19d301710e63fe,1,credit_card,1,27.27
100,96de2b7f7f3c401fbee3eef068376da6,1,boleto,1,32.15
101,f9d5bfb53147f381e81b89a848e26b16,1,credit_card,3,195.71
102,21b8b46679ea6482cbf911d960490048,2,voucher,1,43.12
103,e6670c9089973cc68e5b90b7d1f4fec4,1,credit_card,1,88.49
104,85a4fbdba48c815924115fb82330071c,1,credit_card,3,34.09
105,35525be13c4af8acae0bb6d13c27110d,1,credit_card,1,40.99
106,46ee6eaca194413758f200a6974b7e4d,1,credit_card,3,71.99
107,f49cd89d6dad6dd5759ecf15dfe4bb19,1,boleto,1,47.0
108,9acd1ccfbc6445c0cad9ee9ddb48054c,1,credit_card,3,81.78
109,83f24bbc4f76a2730ba9c9cfa32e6d07,1,credit_card,3,231.45
110,0b65284a1a74114ea029b7676fdc1ba3,1,credit_card,7,144.2
111,cf61ad2218e5c14397e7c0ba7a6a50f9,1,debit_card,1,35.14
112,243312dbb316253ab77bb0140d94803c,1,credit_card,10,285.79
113,8973a53fcad22a79e0ff315e7f9a0fd9,1,credit_card,2,176.7
114,f090de1b2ed9f4e251662cb31e3c7127,1,credit_card,2,27.63
115,2ccde1e4676c20b9444e2bcbed36334c,1,credit_card,8,134.56
116,0f4b5614da144989e2acc5291af24357,1,credit_card,4,96.98
117,1d92d2ce1ae2e0510b5ce50c5be578c6,1,credit_card,2,110.03
118,a490a5d59a9bf4ef3334bfd7cf1dbdfc,1,credit_card,1,17.78
119,60ead11db6b36221fe1424e330883a9a,1,credit_card,1,44.0
120,c51dcdd98e1c413f3d394ffcb4656ed1,1,credit_card,4,110.11
121,ea9184ad433a404df1d72fa0a8764232,4,voucher,1,22.49
122,8f936fb77c720ab9ccd618af38c885cc,1,credit_card,4,46.63
123,0fba53cb4e9429e38cd2750c32fa24a5,1,boleto,1,52.21
124,cdaa116d3c2521b4b6976043508d0943,1,credit_card,2,61.77
125,68d7420c86be23f313c81a554320f986,1,boleto,1,121.88
126,a5f860aaf6a3c35399495aefe92d363f,1,credit_card,1,75.75
127,f51e3c7f79d1e2c076acbb6af1588b95,1,credit_card,1,130.22
128,9184724aacd6a7da5bcf4c08c2c674a8,1,credit_card,3,57.53
129,8bdc559b124e47eb71b5d1be8d6675e4,1,credit_card,7,76.02
130,49d3db2a02106c24d6ef800bd8ad5546,1,boleto,1,90.17
131,c604ad5f1e0d0bcf9977cf46d1d72303,1,credit_card,1,31.0
132,859980aae511377b7230f72d90bfc580,1,credit_card,10,106.77
133,e2cd740333fe4585ead5c50c61edb6a5,1,voucher,1,163.25
134,55779fa8fe072d9f8c92d672154558f2,1,boleto,1,233.66
135,99bc267f49d76932cd195bfb2a94dd03,1,credit_card,1,163.08
136,0c99132c4ff916416ba8f74c378f1cbc,1,credit_card,4,135.93
137,66a4fa2d40fed98c34ced62496fdb1e7,1,credit_card,1,267.05
138,db43c1a570e28fe9da60a444e3616a2b,1,credit_card,7,186.72
139,82ffe097d8ddbf319a523b9bbe7725d5,2,voucher,1,30.0
140,f75666bf6c9e09f6b3f4bcd797b57a3c,1,credit_card,4,97.28
141,5e5d1342989d05440629e2162fa52d07,1,credit_card,1,48.61
142,14d9794bbb53614d12cc2df6a045f82b,1,boleto,1,116.7
143,a8c012ba7d95bd2d15f666681f19c146,1,credit_card,1,41.42
144,31f8013402a0749b3ab433b1aee11754,1,boleto,1,42.19
145,4f99d1a7b0d2308edf45baa6997ac961,1,credit_card,6,125.53
146,ca8f94a99a8120c559e416275a535066,1,credit_card,5,92.76
147,9bdcb4559b75d21a22fcd868d9e5dfec,1,credit_card,8,348.02
148,96cc8c42014ddb42a775da9a45ae3f76,1,credit_card,2,203.3
149,87f003dca70d4d22518366caf041e845,1,credit_card,3,44.35
150,f244841f5a461472de8de82f023b1371,1,credit_card,10,116.05
151,3597f6476c27b4e1cc2f58588116f8f5,1,boleto,1,85.14
152,242e24b7eaa9f48cde9d679f8591124d,1,credit_card,4,236.66
153,18259631aab7299bf25f83f5eac4c8d1,1,credit_card,4,220.3
154,14c0c0bebe2cd50fb1dbdee84fbae03a,1,credit_card,1,180.55
155,3b697a20d9e427646d92567910af6d57,1,boleto,1,45.46
156,55c0b6b41ce482c3f77407ef43fc6bad,1,boleto,1,26.08
157,53035288acc866ee15423b4293722b46,1,credit_card,1,375.74
158,845af9472cc76e66fbf445931b511755,1,credit_card,5,123.41
159,953b6636ab2347a8ba37a16770db47f9,1,credit_card,10,379.07
160,886b114d034f4ac1d39d964c1b2a8182,1,credit_card,10,2027.16
161,c61e3efc183db6b89f5556efb5aa8797,1,credit_card,1,45.5
162,2d1d5777f29a8ee6593cf90b85afb5b6,1,credit_card,1,91.17
163,aa600269bffea363cca75ad2d1908903,1,boleto,1,93.26
164,487c1451b8fd7347d0e80e5aca887e91,2,voucher,1,30.0
165,0a9716da94d89975e6637874280aadad,1,credit_card,10,165.96
166,65c863d90026e9dd4888e28d2135c983,2,voucher,1,50.0
167,62d9b911d7c56cf455f660eecb8ddd3a,1,credit_card,10,1002.73
168,279cc62fe9c5a9e6a7ad5a7536560944,1,boleto,1,116.56
169,e6ed38386107802a72ec8197195f79a7,1,credit_card,2,240.52
170,4a4ed9ed7922304a569ed850baba99c6,1,credit_card,3,33.13
171,3f5a1c29c5881cc9902ed702efbdde45,1,credit_card,1,213.9
172,1594012ccc1b0770373ce691d697e5ae,1,credit_card,8,362.17
173,2fe14af1d4563c0e76f382bc63c9a245,1,credit_card,2,88.72
174,bc3d816db1aa7215dbde5b1b00d3d32b,1,credit_card,2,46.85
175,67c8c2016ddabf0059783eb44e921f99,1,boleto,1,68.54
176,07d13d352c85dfbfa60dc56dea818335,1,boleto,1,32.62
177,b545ba7b0bd67a3128185c7214704319,1,credit_card,8,340.08
178,9d8065ae4c6f5725ee052d02ab00f64e,1,boleto,1,82.06
179,d9d104af1ea99e0b7f6b0644eedc74d0,1,credit_card,1,40.95
180,9e59025992bd64bc26551391ed44a450,1,credit_card,3,67.01
181,591083bc42b589c7052118aa83118e76,5,voucher,1,20.0
182,79b63d1f9cf0257b33b04fbfb0847cba,2,voucher,1,76.9
183,7327c30a5230ce07bc2c7a695d553a00,1,credit_card,4,40.27
184,3b9e43d6eba694f8a29c11ee67a04f2c,1,credit_card,8,242.1
185,1e6d912e4c63965bb9eccf0cc765fc24,1,boleto,1,207.24
186,57e4fc8f20507381b3f7abbe4e2ccda3,1,credit_card,2,215.56
187,d4fdb2be174c84a6409a3968c55b01c5,1,credit_card,1,39.92
188,e1b6234c322ab01a32771bf57c597043,1,credit_card,8,156.09
189,03afb3c10af52ddfa3c33b9881bf43f8,1,credit_card,2,131.5
190,c1b770015e27aaf2b475026989d04fe0,1,boleto,1,137.73
191,1a9b986cfe31ed59c5a6c00287db7e74,1,credit_card,1,31.75
192,66f249e4d7ab2f3872de7bd6d74719dd,1,credit_card,8,348.77
193,c79bdf061e22288609201ec60deb42fb,1,credit_card,1,12.22
194,648b4f683ccf074ebe65a73c8096dd18,1,credit_card,4,139.87
195,02951078a21a2d9341ea16089a4d5031,1,credit_card,12,257.1
196,afd0dbbab8e90d099aaccdd8ed7d5f26,1,credit_card,3,269.46
197,2ad6c6594bf0917a25ff8b8918d4b7b0,1,credit_card,1,40.0
198,774359a2a8b6be829653bae9390a0dd0,1,credit_card,10,350.09
199,332c6742772f2df936696b6512b10edb,2,credit_card,6,134.55
200,c385c0eba07c858dd60ffe00a60dda64,1,credit_card,3,112.73
201,d087b8e096ca051f548e29b324272834,1,boleto,1,72.05
202,5262eaeb971616ffef822379ed91896f,1,credit_card,1,0.67
203,52636dd3c039f62169b0eb724af63047,1,credit_card,2,77.77
204,aa7c35fd606f4275e267e859c6a84d0f,1,credit_card,2,26.68
205,caca64f71d73695719939294fa88c791,1,credit_card,1,371.42
206,fd1ddfeca967b94315642dfe5c7545f7,1,credit_card,6,225.71
207,fa12564d7462c9a851c79c301bcb97de,1,credit_card,3,103.79
208,9c96fac210f67f329b80d898001fee09,1,boleto,1,65.0
209,85e710051891004eca4f527adcadd0c3,2,voucher,1,69.8
210,11978d520d85578c9f024b99ac1a87ef,2,voucher,1,20.09
211,9062b998bfc2521b3978b34034ba6e1e,1,credit_card,1,125.41
212,31be75ffd0c4b58ca777e72cd2352b14,1,boleto,1,95.99
213,999d0185fdc3859e118a76c1e7d8dfe4,1,credit_card,2,25.33
214,6cdb86865449a92089579ea715e1c1d1,1,credit_card,1,52.57
215,50bf77081d0fdd2e57dcff0acf8fefeb,1,credit_card,2,145.58
216,d121cbcb7091fbd55ad0344e0f045982,1,credit_card,3,49.7
217,37fc44460574b368fe7933c6ae98f224,1,credit_card,1,47.43
218,3fff175860497ca456d60c90b1f2b797,1,credit_card,2,168.57
219,ae1126b6891f58552443772c80b1f562,1,credit_card,1,133.81
220,d56564f21e612a588607e9ffb39b9d21,2,voucher,1,1.23
221,068176c8a0550b07cddf7e05c8d55319,1,boleto,1,123.82
222,9488305b52042a978d3bf78cf94bcd54,1,credit_card,3,283.66
223,7a1ba14765ea354929894e667c06f386,1,credit_card,1,89.88
224,4b5648d8399ea47a4c323499045aaefc,1,boleto,1,32.38
225,52b5d339bbba7bd8f18ca836ab540227,1,credit_card,1,43.08
226,3a1a92434eae60a4f44ad7ebef65c3e7,1,credit_card,1,254.58
227,dc400373e624e9b0435847a79813c658,2,voucher,1,48.91
228,9f1cdc0e091b90e61836ddc009a60ef2,1,credit_card,4,48.22
229,d9952ada4955694cae66806b7d5ac6ca,1,credit_card,6,67.58
230,251d586514cbf0cace61e03c54a7bf1c,1,credit_card,10,311.18
231,0435b65bfd0a1cd1c48a82f5b405ea78,1,credit_card,4,154.14
232,6644170ea0130942cfb3064dce01004a,1,credit_card,2,333.68
233,7c3e71109e904d8e0c8d034456f87eca,1,boleto,1,404.88
234,881206af1a6a9cd34119b99782759dd4,1,boleto,1,44.77
235,f86d7bc39aab05299691322044b63bb2,1,voucher,1,1302.42
236,5f082a502d1fd6f19d32897c2c2cbcec,1,credit_card,10,645.8
237,27a7ac440630f9de788e4d66e72c6424,1,credit_card,1,186.39
238,cc1cc1d6081f7f07a16cc1a3e4ba0b78,1,credit_card,10,208.41
239,76b8568803f110a59ece4167463a4a7e,1,debit_card,1,76.39
240,51e88bc351dd268bb9c9e78d263c4a06,1,credit_card,2,67.42
241,a5b431090739891ac76875d9ad9bff23,1,credit_card,4,232.05
242,ad62ce74c314772d34c956d73fb305f3,1,boleto,1,69.33
243,a669137c06cc23b7962d63be3a2ad6d1,1,credit_card,3,641.2
244,da46439d7d06cf02cb44d0908ecc3575,1,boleto,1,41.86
245,d24e8541128cea179a11a65176e0a96f,1,voucher,1,50.0
246,1c67e99dc37224bf3ad220ae2368c068,1,credit_card,1,106.96
247,4ff8e28200e5a7a50b448cfaaf1f8ed3,1,credit_card,10,2288.31
248,33ebbe6b176d53190194b5b05cf69330,1,boleto,1,69.9
249,2176f1406c11f07dcdea94931730770d,1,boleto,1,88.08
250,08935d5052c6414b1960eb67796d01f5,1,credit_card,4,117.39
251,f553b61e2a7f6dc62c5f8de4ffb4a031,1,debit_card,1,194.91
252,1966886b80f14d0588adf6406afb0026,1,debit_card,1,68.89
253,f6ed483455295c6e7544f141244cd981,1,credit_card,2,151.51
254,bf951e41c5adb873b7fdcc1e83b406bf,1,credit_card,1,54.85
255,32d8aa395f9c9f357e1e3f7b214b9082,1,credit_card,1,103.68
256,b798fc527c548bfa5f069b5b29195275,1,debit_card,1,225.63
257,6c936253ed9ab81f5293da5081ba8a9a,1,boleto,1,39.6
258,dcec2b3be8c3d53056fe63381b2a6cfe,1,credit_card,10,159.18
259,90eaac01afdf4e531a70ad869e092c75,1,credit_card,1,234.43
260,a04639b53f2cbd1f77b63ed44168566e,1,boleto,1,44.83
261,97e8d3eb8f48e3610beed991e5f32296,1,credit_card,4,205.44
262,7cb79316d2abe37e16ec83a07afb2895,1,credit_card,1,13.55
263,7250e10eca3d7f71a091ac5752d3228f,1,credit_card,1,221.96
264,cf8ace9395d2ee06b4b513df8ba682b3,1,credit_card,1,52.38
265,101fa9bbc869f267953a48b0f659dc62,1,credit_card,9,131.47
266,24abd231b3f48073eb9bc660b3eea5fd,1,credit_card,2,38.06
267,bedff73fa5a137527ba9314cac93b7b3,2,voucher,1,35.0
268,808c4b75909ba91f23c1ef928f396822,1,credit_card,3,143.65
269,c1310d06e793969c9dfc72a433db577f,1,credit_card,3,86.73
270,9144181fd06902570ce9c34860652f55,1,credit_card,5,118.35
271,d189b98b9c4f5325db664c5455fe927c,1,credit_card,1,341.58
272,2e2dd1119ebf597a9c05d80b5d6eeace,1,credit_card,2,105.42
273,7354aed5e2d142803a8121059f1e9324,1,credit_card,4,68.16
274,ab85e3c92c828eb802fd91345e45d92e,1,credit_card,10,357.97
275,b80ba0f0c3d2a63feac0116f533cc6a9,3,voucher,1,2.99
276,f0d8a84693b073fa90c69667c924ff8f,1,boleto,1,92.57
277,35bf7f86bc7add201e5b6573052157f0,1,credit_card,2,68.35
278,56ba89857b4e6eb192108f310a81163b,1,credit_card,13,197.23
279,0f67e615d797da223ac5601b9b08b180,1,credit_card,3,153.67
280,440a666da55232dbd02bb270c7ac7d8c,1,credit_card,3,46.43
281,57bfb7a49bcdecb20d9dbb778d7d7590,1,credit_card,4,102.03
282,f6eb6190398bfb32871584bd111dec04,1,credit_card,5,119.45
283,6b58f3523e45f9838f702acbc21e2f51,1,credit_card,1,44.23
284,210a5f61a6a19892f81bb269863f4742,1,credit_card,1,67.5
285,009ac365164f8e06f59d18a08045f6c4,5,voucher,1,8.75
286,f1b7c83171b22e2babd61eb8501d58d5,1,credit_card,2,44.27
287,bb2d7e3141540afc268df7ef6580fc75,1,credit_card,1,37.15
288,1f31fc163d36ff823c54a14e947b5bc8,1,credit_card,2,114.13
289,d4c46523b1239f182b74fb0ea1c27f32,1,credit_card,1,396.97
290,88857d91dc3370190060f4b06041e708,1,credit_card,10,185.85
291,73596e67516934a7fe64cc6ca6d75545,1,credit_card,3,62.11
292,e9da0d015d8dbc78a000c0b78cc87728,1,credit_card,2,25.23
293,e6f98f32bf5e724269a5e9cb2529f2e3,1,credit_card,5,153.22
294,acd76a8508680cbb5d4c04707be03f87,1,debit_card,1,145.01
295,aeb81ccabe4f164a26e763cd5b07fd99,1,boleto,1,70.89
296,d51cbac21a49941976292ba004bf4165,1,credit_card,6,114.34
297,edb14cad806f8ea19a08ed06c26726a2,1,credit_card,2,31.38
298,6225c94031a1e372349fa17f1891317d,1,credit_card,5,256.5
299,c8e19a0edcf6fd34024a2f7fe5f85ef8,1,boleto,1,341.4
300,984c8458b4e17a487d85b16c9ce0f00c,1,credit_card,1,143.99
301,29aefbcf33949b65e5303167977e0362,1,voucher,1,84.88
302,ec5cf2317f5141a62836da8e71586eb6,1,credit_card,8,232.27
303,3ba1ccc3882bd7df61ee5030f44ec1d2,1,credit_card,5,194.0
304,5b2f1ff03b77977af4258e7cfc2ec799,1,credit_card,1,260.57
305,490f30e8fa50cb3ef01058c9ab43048d,1,credit_card,1,49.59
306,191a21c0a0934fdb7dcd56c6b28a8682,1,credit_card,3,196.55
307,a23c7a7d06f1f8e9f6e45f934c7e106b,1,boleto,1,245.94
308,621b8e90f6fd06a792af8bdbbaf64a92,2,voucher,1,72.42
309,e4fe84926e03b0030e643318464be6a7,1,credit_card,2,217.15
310,4801b9cf238c2c9098bd66a5f092c2da,1,credit_card,4,152.28
311,37c755c6df4b61c5b4cc40361ae57588,1,credit_card,3,72.34
312,d232a4685c8ddfc98307d91978aebfa5,1,credit_card,5,128.95
313,2d5b43766328f55157cae1e85e1dd475,1,credit_card,1,56.85
314,07a26b88cc90e93f5c9401de11a60793,1,credit_card,1,20.29
315,ce7cf6dd8f80dfb98716950ae40eca59,1,boleto,1,171.75
316,bf5099786cc9dcd17a4961c9406fb3f3,1,credit_card,1,85.82
317,4cc95216e51190048472a2baf6fa53ee,1,boleto,1,56.05
318,1c859fbb6e7f238f3f6134628b845f3a,1,boleto,1,26.09
319,5eca2113141f2c0e048b11bdcb7a0371,1,credit_card,1,41.17
320,ada812c7806382c3085a5f5024bc17ca,1,boleto,1,37.25
321,ad2e046d1a59ee49ddf9ae258360b81b,1,credit_card,5,135.13
322,9027f38fa8afb91a7ad77fd92abf97a1,1,credit_card,5,477.45
323,cd82b3b68f4843cceb338d860b8aa006,1,credit_card,2,440.12
324,6c721c8ce1b433e68655575af4955976,1,credit_card,1,67.7
325,e199c3b74cd391568e7c99aa28b0f274,1,boleto,1,168.51
326,94a71bedec852e752e86d530d03d6061,1,boleto,1,31.86
327,64d6282bba1a1c015acbdcacca391253,1,boleto,1,40.87
328,49f62326ab0dc444db19abf56861df10,1,credit_card,10,109.59
329,0e2b7e9ea88624cc24fe978983190dea,1,credit_card,3,206.87
330,cfae1e992eeb0f51ba0de3ddb87b33da,1,credit_card,1,134.38
331,99396be04e138247e9fc0528a62e0919,1,credit_card,1,56.06
332,c776863a93dc0740c6e7d78104b21413,1,credit_card,3,264.08
333,ff2debba53c9c8185f517f7b3a936aed,1,credit_card,10,240.77
334,7cf01fbc143d74367eedc9b9f8fbf437,1,credit_card,2,91.72
335,c8ea1ac95f4f994f94fb57e99dcca985,1,credit_card,4,49.01
336,c24a00c414738de9ee6121f179ebba9c,1,boleto,1,107.87
337,cee90a4ed9adb7e720e6007bcc43e4e3,1,credit_card,3,62.01
338,ddc5ef5f86c69f1a29ff3e05e3fc54ab,1,credit_card,1,36.69
339,dd691e4f12c592067339680ffc3dd443,1,credit_card,3,35.0
340,a144da15ca9cb1ebccf012a14736c54d,1,credit_card,8,256.37
341,ce70855bb79f7086da0e4974f7324ac1,1,credit_card,1,47.84
342,8f4be74e60d163c72a59ba577a642d70,1,credit_card,5,125.87
343,f26bbe1ba1d50321617831285d0fe62c,1,credit_card,1,42.39
344,7246a71d326111872bfdfd34f495dc4f,1,credit_card,5,117.53
345,e65f1eeee1f52024ad1dcd03447f7482,1,credit_card,1,43.28
346,d2ebd7492d92dfb6a5737ba33a58f920,1,credit_card,4,144.54
347,8e6df87600aae0285919b5529f7f0bfd,1,boleto,1,126.48
348,b45255a6696ebb8f53915a109a16458a,1,credit_card,4,125.29
349,bfc9f97fc7ddacf8a3c33c4b2bd15a93,1,credit_card,2,229.74
350,9d4fe519c77c087d5a1bd73637c5c6bf,1,credit_card,1,124.6
351,fb6343faebbbee8c21d59d4ae59477a8,1,boleto,1,143.86
352,2df8ef770ee7c12291ed7811f4f414c5,1,voucher,1,56.89
353,75450feecb51c39e54f4bd4c74b867e5,1,boleto,1,46.78
354,d3f44296d90a42d3ec4b52b18654e87a,8,voucher,1,3.98
355,87b8f9f472fb04cdbf53fb55a3591b5f,1,credit_card,3,72.66
356,9a8743fed3cc7a477eb92cb0ca0e7d26,1,boleto,1,50.1
357,d0e9849de800fdb4cb3b5e6d42c6b367,1,boleto,1,85.79
358,838411338443a817cfb4c26f0f7a9c9a,1,boleto,1,63.7
359,ce6d150fb29ada17d2082f4847107665,1,credit_card,10,1586.47
360,bedae8df4e37a65ccbec319872296b89,1,credit_card,3,433.07
361,16b6123f7077419424bf89af74e2d054,1,credit_card,10,642.02
362,e147052b9ecc00bf938f9e8581944207,1,credit_card,4,263.95
363,18dc026cdb7d39abde1489c336528961,1,boleto,1,134.99
364,06ff6cb289c9f1d1ccacc6764874e3c2,1,credit_card,1,57.89
365,4436eb8a73f08dc5c4ba8b1e5b96d290,1,credit_card,1,383.99
366,dbdcb70ae949e4cce08f59bfa7e4604b,1,boleto,1,159.31
367,fff7c4452f050315db1b3f24d9df5fcd,1,credit_card,1,756.91
368,ed90ba41c41da31da8e891ff43a584d1,1,credit_card,7,156.22
369,0bdb173bda4bf7e4109fe707c309252a,1,credit_card,10,132.95
370,5b7c6dbea3e21dc6314451ed73907c0c,1,boleto,1,48.27
371,47d051e89cf6490245136694a26a4395,1,credit_card,5,107.35
372,0cd19e832fefb17664d1a294b90ad192,1,credit_card,10,110.2
373,9786fe4bfc559809a4bc1a58b72e2077,1,credit_card,8,368.92
374,0fe5bc7345e72628330234915ed373bd,1,boleto,1,106.85
375,817e8b5495d2b31da82dfe5a89aacdba,1,credit_card,8,281.5
376,22543080a0066963931832c0df11b2be,1,credit_card,2,54.25
