index,seller_id,seller_zip_code_prefix,seller_city,seller_state
27,116ccb1a1604bc88e4d234a8c23f33de,9850,sao bernardo do campo,SP
28,430315b7bb4b6e4b3c978f9dfa9b0558,4857,sao paulo,SP
29,406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP
30,4dbd95a08b31ede5c82d3f861cb1ce1a,80210,curitiba,PR
31,e9e446d01bd10a97a8ffcfc4a3a20cb2,2261,sao paulo,SP
32,d52cbce9845184537284a23c3bc3da0e,88495,garopaba,SC
33,d9a84e1403de8da0c3aa531d6d108ba6,3562,sao paulo,SP
34,9c690ceacd5c66731bf443ea810195cb,37650,camanducaia,MG
35,1f9ab4708f3056ede07124aad39a2554,17602,tupa,SP
36,1961c3e1272bfeceb05d0b78b5bbfdaf,7241,guarulhos,SP
37,d3e7d37c0df9aef383f3f2a15b0dddfb,83050,sao jose dos pinhais,PR
38,ec2e006556300a79a5a91e4876ab3a56,3445,sao paulo,SP
39,b2a6d334e2833acea353624840e25a0e,4133,sao paulo,SP
40,d3674f271c91f824f82d24d92011f669,72233,brasilia,DF
41,768de2a4fc06aacecb9a586ccc30746a,70645,brasilia,DF
42,a81466620e46a6970b22ef40379fdfc9,88730,sao ludgero,SC
43,5c030029b5916fed0986310385ec9009,88075,sao jose,SC
44,c0f783394e37cd9c9d7f5f81141450fa,13416,piracicaba,SP
45,c353f8fc0ce8344999f17d578eb69a5e,90850,porto alegre,RS
46,8444e55c1f13cd5c179851e5ca5ebd00,37584,congonhal,MG
47,28a26ebce31d5918b181ede016fd693b,31950,belo horizonte,MG
48,41ab63a91b8b264e8c8780368bf1dd5b,31555,belo horizonte,MG
49,8759e7aedd644f487315e5860962f162,9251,santo andre,SP
50,e546117ed9cafbc40239c0c78635c584,4705,sao paulo,SP
51,d71d863e5ef30d94e440c11be17dcd8f,6144,osasco,SP
52,0c7533c71df861ec58ad7ff999ed0e8d,13270,valinhos,SP
53,ef990a83bbea832f36ebe81376335aa8,89214,joinville,SC
54,41e0fa5761c886a630994a55c12087e7,11446,guaruja,SP
55,0747d5bb69f0586cc869d8af4c50f93e,28990,saquarema,RJ
56,7d294cf9a6a69dc6a0c3e540fff0e039,88390,barra velha,SC
57,c89cf7c468a48af70aada384e722f9e2,25730,petropolis,RJ
58,b7ba853e9551f4558440881fd3e5c815,95500,santo antonio da patrulha,RS
59,13c2ed7698b3ca92dad49e849219da59,84010,ponta grossa,PR
60,cbbd5ae8f53de5f5097cd8217b529e24,6544,santana de parnaiba,SP
61,02ecc2a19303f05e59ce133fd923fff7,9121,santo andre,SP
62,c013e57c075a06e5b5c48ee03c525719,13568,sao carlos,SP
63,55f7a3319d80f7fdf078b8f03e6725fe,6056,osasco,SP
64,2d50d6282f8aa2257819a77bfaa0efe0,14940,ibitinga,SP
65,b7e1750c1157341d2abd0251e07c186b,5741,sao paulo,SP
66,b90e891671cffd9557f33a97dc523645,83010,sao jose dos pinhais,PR
67,a416b6a846a11724393025641d4edd5e,3702,sao paulo,SP
68,7e93a43ef30c4f03f38b393420bc753a,6429,barueri,SP
69,5206cc4bc2297c833e6061c49bf9c43f,6192,osasco,SP
70,f410c8873029fcc3809b9df6d0b28914,95076,caxias do sul,SP
71,ef506c96320abeedfb894c34db06f478,3569,sao paulo,SP
72,a13aaf2d2886ab9fb30fb9a920160b8f,89207,joinville,SC
73,7299e27ed73d2ad986de7f7c77d919fa,38440,araguari,MG
74,8a9260f2b0340411d6d2a56bcf4f7378,32180,contagem,MG
75,dedcab67899479e4ea5dcc4eba47f587,89258,jaragua do sul,SC
76,b2479f944e1b90cf8a5de1bbfde284d6,14940,ibitinga,SP
77,7722b1df1b0e383e000397b2c11e3e19,9715,sao bernardo do campo,SP
78,731ef20c231d9a7103a425e83fd91271,88501,lages - sc,SC
79,78813699ffac347fe27dba345a5f1551,95711,bento goncalves,RS
80,3296662b1331dea51e744505065ae889,15805,catanduva,SP
81,411f3b52d857390502ee4e4d5ceabc2d,9400,ribeirao pires,SP
82,bba3293d6f5d5af2f415e004e8b93ae3,4726,sao paulo,SP
83,4e7c18b98d84e05cbae3ff0ff03846c2,14882,jaboticabal,SP
84,b56906f7fd1696e043f1bcce164c487b,19830,echapora,SP
85,d650b663c3b5f6fb392b6326366efa9a,6713,cotia,SP
86,669ae81880e08f269a64487cfb287169,89160,rio do sul,SC
87,c2d70ce2c5d0a2eb75e78668236e6dc8,4275,sao paulo,SP
88,674207551483fec113276b67b0d871ff,18040,sorocaba,SP
89,abe42c5d03695b4257b5c6cbf4e6784e,21235,rio de janeiro,RJ
90,1996942dc085d7773ba77a529b163cd0,14850,pradopolis,SP
91,79b93a308a97792cf53ac75f46da00b5,22420,rio de janeiro,RJ
92,7cf4ea70955b00d6b3c22542598e2715,1125,sao paulo,SP
93,63ffcb71394dd8ea3872ed9ffda17c74,24813,itaborai,RJ
94,83353a83fd769dfafa4f21a72b15e3e5,5786,sao paulo,SP
95,cda598c48d7c614bc1cad7d8ff6f0010,15137,mirassol,SP
96,d4910f1cdcfdabd48d6b316e395d4a23,9190,santo andre,SP
97,709e16e2b25c7474d980076c6bfc4806,16200,birigui,SP
98,9dc79dd988ac42f4d56c340d7048420a,3569,sao paulo,SP
99,276677b5d08786d5dce7c2149dcce48b,31730,belo horizonte,MG
100,9c4d31c7e46ab03a43fc06e3142afd4e,20785,rio de janeiro,RJ
101,512d298ac2a96d1931b6bd30aa21f61d,20060,rio de janeiro,RJ
102,422be4cc81a457fdb46f47edeb968ae5,14940,ibitinga,SP
103,99cd94252748d2bdde08e17858233602,12401,sao paulo,SP
104,698624c6632eeba1774924dbea24c700,1425,sao paulo,SP
105,8bb48dc19fccaa8613b6229bf7f452a2,19803,assis,SP
106,ad87df7699e83b8a91822a4a0b765c3a,13820,jaguariuna,SP
107,d6b664fa0667064c6d76394e7848d790,14801,araraquara,SP
108,98f52e1020fe788c10c0418de4393fec,27963,macae,RJ
109,62760d278921b5f352461620d68a9cee,13320,salto,SP
110,eb72802c83dc7547529c9546d1a9b8ef,13504,rio claro,SP
111,3f9be91358837bff69df67edfa3e42e8,86039,londrina,PR
112,1d4587203296c8f4ad134dc286fa6db0,5101,sao paulo,SP
113,791cfcfe22fe4a771ece27f90017da92,14010,ribeirao preto,SP
114,392f7f2c797e4dc077e4311bde2ab8ce,21210,rio de janeiro,RN
115,0c8380b62e38e8a1e6adbeba7eb9688c,37410,tres coracoes,MG
116,37be5a7c751166fbc5f8ccba4119e043,4248,sao paulo,SP
117,87d73636a3acf123e842bb890a4db036,15190,nhandeara,SP
118,3d3ccf2b2f8134b10dce9dd446f0e075,14940,ibitinga,SP
119,e24d3429d294b2eb200b064ebb035879,3514,sao paulo,SP
120,44073f8b7e41514de3b7815dd0237f4f,71070,brasilia,DF
121,05ca864204d09595ae591b93ea9cf93d,6465,barueri,SP
122,9d39404483343dd55c7ae254494d8388,1044,sao paulo,SP
123,f9eda05b67bef472deaddbba84aca289,88870,orleans,SC
124,75745ef7bc7d4f3ea3380f6f5303f514,70384,brasilia,DF
125,0692610d8abe24f287e9fae90ea0bbee,2310,sao paulo,SP
126,7b07b3c7487f0ea825fc6df75abd658b,2016,sao paulo,SP
127,99002261c568a84cce14d43fcffb43ea,78095,cuiaba,MT
128,e5899683388855d3dabe8913bbe365de,13575,sao carlos,SP
129,784ba75dd9d20200c4caed3d7a77141a,1040,sao paulo,SP
130,099095b050cfe8eb1ddff5317587e96e,3322,sao paulo,SP
131,0ad80de75c811326389cfb1daba7d45e,20261,rio de janeiro,RJ
132,b9a03475e6447e631b6799ec8274800f,85830,formosa do oeste,PR
133,ba6b4a237f92479743cf0ca06b67a9ac,23550,rio de janeiro,RJ
134,ea00f977a203ff88adf7057cb7806998,11085,santos,SP
135,82e0a475a88cc9595229d8029273f045,3417,sao paulo,SP
136,ad75519a07f039025e83795a4418470f,76500,santa terezinha de goias,GO
137,34aefe746cd81b7f3b23253ea28bef39,81210,curitiba,PR
138,ed4acab38528488b65a9a9c603ff024a,8260,sao paulo,SP
139,f0837c8d71434931d9e38e7b79234797,95995,arvorezinha,RS
140,fce62094ffe6a4009188ec44e681dfdd,4674,sao paulo,SP
141,ebef8d8c92b4fd3226e5d407bbff21ac,14020,ribeirao preto,SP
142,d73cbd89533ce8b041a9190241453ac8,36525,guiricema,MG
143,75a4764c108403a7a0575140cb22287c,95072,caxias do sul,RS
144,70c0fda4c313d87115644d39e62eec60,55004,caruaru,PE
145,ffcfefa19b08742c5d315f2791395ee5,80045,curitiba,PR
146,26e13b6ff5b641b329e5524241ee2c93,14401,franca,SP
147,0ade5cc4a305ed7093a23f68ca47519c,81030,curitiba,PR
148,fc59392d66ef99377e50356ee4f3b4e1,40243,salvador,BA
149,b18dc380845b24038cfc48006478f099,9951,diadema,SP
150,f22a247b79dd22ecd91dc8e3b2a1b07c,8573,itaquaquecetuba,SP
151,889009a0ed0bb52c87819941192931b8,18682,lencois paulista,SP
152,ffc470761de7d0232558ba5e786e57b7,7091,guarulhos,SP
153,4c498c7345e89aebad651544829beca0,6341,carapicuiba,SP
154,01bcc9d254a0143f0ce9791b960b2a47,76400,uruacu,GO
155,f021c962aaba8ef6eb527a9c2c8394d1,88301,itajai,SC
156,024b564ae893ce8e9bfa02c10a401ece,3280,sao paulo,SP
157,a513150f33f99a06569e9cd5c4bb889b,1545,sao paulo,SP
158,c1dde11f12d05c478f5de2d7319ad3b2,1026,sao paulo,SP
159,02f5837340d7eb4f653d676c7256523a,80620,curitiba,PR
160,7b98de631987e26dd6d803490c43a13c,87900,loanda,PR
161,f12ff17ad8bbf01ec5c33b17e506649b,3186,sao paulo,SP
162,a64e44665225d19dfc0277eeeaaccc57,19400,sao paulo,SP
163,6a8a889bde935bafa76d7848782dfaf9,2839,sao paulo,SP
164,42b6488f5b8246d9141712abd4b1b693,87014,maringa,PR
165,d6cd01c59123df02fc226eadbadb5f89,1207,sao paulo,SP
166,c8e135e7b21ecbc36c1153a29d2f5a06,1411,sao paulo,SP
167,229c3efbfb0ea2058de4ccdfbc3d784a,30190,belo horizonte,MG
168,f9a02f1922d1de564392e656d82b3fda,8502,ferraz de vasconcelos,SP
169,9523fb39dd240aa958e040f8183d64f3,1541,sao paulo,SP
170,95ec4458365c4d11f452ccf538377619,13481,limeira,SP
171,6ec1a01e866584bb679eb9b098345919,11040,santos,SP
172,f6122bc84774df1b372bdb3bb88ddb9f,6436,barueri,SP
173,fa40cc5b934574b62717c68f3d678b6d,2310,sao paulo,SP
174,623ad9d0c1e14bb5464a8c72bff7b4af,35530,claudio,MG
175,c0098efcf800861dcae589affca31408,14080,ribeirao preto,SP
176,a63bfbaa882c8f4542891b4e2246cc7f,24355,niteroi,RJ
177,48b6c3f4c6a93171da04b75313f2130f,17700,osvaldo cruz,SP
178,270d3ef21830ad0ecf3a6c53d08a533a,6380,carapicuiba,SP
179,89c127985a8b130cfa45c1d36764017a,6016,osasco,SP
180,8b2492b7ff4468839593fafeed55bad9,24451,sao goncalo,RJ
181,1e9d5a33694bddb76316fd1f54734d20,78820,jaciara,MT
182,5e49e3a44bdeb5aab2684258bbd4f525,88330,balenario camboriu,SC
183,8e34331b7eedd03be4e5d965c1956225,4009,sao paulo,SP
184,aaed1309374718fdd995ee4c58c9dfcd,89120,timbo,SC
185,11d4c477d09821164bca4f70a2eae031,14075,ribeirao preto,SP
186,ff314fa6033cc68ec451c47aee2d6ba4,5424,sao paulo,SP
187,d1c7fa84e48cfa21a0e595167c1c500e,99730,jacutinga,RS
188,c7246702dc991a06d788120dc7544391,60440,fortaleza,CE
189,e819bcfade7b5d88a27325eb6cfd62c5,7242,guarulhos,SP
190,6d2f2e3b539480db1e0842b3a4e32e6e,7051,guarulhos,SP
191,e88165a185134e13fdfc85d4fa654db8,8517,ferraz de  vasconcelos,SP
192,9e6229250fedbe05838fef417b74e7fb,16800,mirandopolis,SP
193,5abb8ea023c77787f2c15da891c8d384,89228,joinville,SC
194,1d953075c2f0dd990bacf27b83b330f1,30421,belo horizonte,MG
195,817245bcc3badd82bbd222e0366951a6,17056,bauru,SP
196,caa9bc43a9fe8cf9c564ddd8a03cc4a6,12308,jacarei,SP
197,615005a3ef192c00c6f0e977cee3d2bc,13304,itu,SP
198,1284de4ae8aa26997e748c851557cf0e,85301,laranjeiras do sul,SP
199,5fd924b4836098a5be0ecf81ba054ce0,3554,sao paulo,SP
200,7178f9f4dd81dcef02f62acdf8151e01,89560,videira,SC
201,8132b9bd16876e1b0f8808d43825dd48,88058,florianopolis,SC
202,3f995f07c49d0d55a99d5c54957f7d81,6853,itapecerica da serra,SP
203,a6bd7d1ccdac48c6b33b28596b7eb122,58280,mamanguape,PB
204,6650fcccd8cd2f7e55ffa524f30c4c59,8490,sao paulo,SP
205,3db66a856d18a9cba7c9241fc5221c50,35430,ponte nova,MG
206,8b181ee5518df84f18f4e1a43fe07923,87360,goioere,SP
207,10ff823eda2b032e2c93d17a7d294736,17280,pederneiras,SP
208,b4a476fbd28de64b1e347abf9089366a,6653,itapevi,SP
209,39c763cca83e654764b7a4a650fb9b7c,74563,goiania,GO
210,dadc51ef321949ec9a3ab25cd902e23d,4821,sao paulo,SP
211,83b08de96980757220871b31bf6cffca,21820,rio de janeiro,RJ
212,14a08204d03bb6b6bde8029f801ae0eb,1026,sao paulo,SP
213,bee36b4f9a2b9fdcaff6ec05df202ed0,3308,sao paulo,SP
214,28872dc528e978a639754bc8c2ce5a4c,95070,caxias do sul,RS
215,c85d7b477a709c85a1e8b8f25aa1b270,9640,sao bernardo do campo,SP
216,739c7d7be81f63812dea0d1b1451c651,58400,campina grande,PB
217,657969cca82e884d272385ec0ef06edd,93608,estancia velha,RS
218,455befea1bb853c75ccbca94cff26e5c,27525,resende,RJ
219,800214c63934acd05d47e84214db8ba8,89251,jaragua do sul,SC
220,5cf1ec37aea089f45110c70653a166ab,2215,sao paulo,SP
221,0a82f5fb06a4fe4ac2cf7cb412ec71b8,5524,sao paulo,SP
222,e45edf75f568ed2f93f78d060e246e25,22790,rio de janeiro,RJ
223,3d621842b2ed28e2b474132480edac3c,8041,sao paulo,SP
224,baf15155e37ef5492731459bdc05be8a,5715,sao paulo,SP
225,c0aff2da32c17759d30b22fb0af6649d,88032,florianopolis,SC
226,a17f621c590ea0fab3d5d883e1630ec6,18055,sorocaba,SP
227,4deebb3199eeafb282ae33229144f94b,2112,sao paulo,SP
228,9d69ba0a7a626a64dc5db08e529559cf,14075,ribeirao preto,SP
229,f92d8c817434bd2d84d4e9c61322b7fa,18048,sorocaba,SP
230,8ca5b19e0263150d2c57afdde2b3d011,9336,maua,SP
231,eec3469d83e142f9a104886655338c37,17030,bauru,SP
232,55bb6fe5bebe5012e2d7d9928e1128ff,17052,bauru,SP
233,d180e07dc1e58c31c3f0cd599dc4d945,30620,belo horizonte,MG
234,d6b1ce66b035a475f00c017792ff9769,13327,salto,SP
235,3aa3c89ae3cd482385568be76120f63c,74343,goiania,GO
236,fe4cd9461203cee790d36792420b310f,35300,caratinga,MG
237,c3aad7dc65449ae90a5e9c3c6c1e78e0,15350,auriflama/sp,SP
238,f5fea3ffed6c2e889bab72705557c63a,21240,rio de janeiro,RJ
239,ececbfcff9804a2d6b40f589df8eef2b,14407,franca,SP
240,a254c682cc01e119f83530446f1df9a9,16500,cafelandia,SP
241,830379336fad8c6f3b15a4a3ddb5c66e,2518,sao paulo,SP
242,7d13fca15225358621be4086e1eb0964,14050,ribeirao preto,SP
243,1b4c3a6f53068f0b6944d2d005c9fc89,88730,sao ludgero,SC
244,b92e3c8f9738272ff7c59e111e108d7c,36502,uba,MG
245,b8555308bfdb4ca1ed54325a58da9a97,9751,sao bernardo do campo,SP
246,71593c7413973a1e160057b80d4958f6,3407,sao paulo / sao paulo,SP
247,1dc2de47ee26a0a5b12dc14fd6dc0dea,14940,ibitinga,SP
248,6c6e3d67f969468f3bfd33f827a31222,87035,maringa,PR
249,66d5ae34537110d3affc56174dad2b2f,15062,sao jose do rio preto,SP
250,781a66c0d89e30814d49fe8b5e14cd07,13064,campinas,SP
251,a4bd6e9adf39b63f43dc545d3ca1f53d,21020,rio de janeiro,RJ
252,f88adb15807168d3c43d71021090ce4a,13660,porto ferreira,SP
253,fa8d335d68129e464e60c1826a683e96,95660,tres coroas,RS
254,f12d3c2a14729ae461b920c11fe20fdc,9080,santo andre,SP
255,4917cee8d902e13428c3ec4b1ca6f315,89031,blumenau,SC
256,741f8c587cb4248ebc5b779a0e8e0e51,9110,santo andre,SP
257,4bcec44888b30ba9001234c534716d3f,9230,santo andre,SP
258,a663d9c3797e90eac99ff60939416a56,3951,sao paulo,SP
259,dff87e4de60c9736ce8df835951b09bc,3172,sao paulo,SP
260,ac1ed5fc15901fbc92920361eb4ab350,3334,sao paulo,SP
261,f9903dd0f812c7e771fcad47b6fff231,89070,blumenau,SC
262,ac9b01377919cdbd2a1bbb8d5837c70b,8773,mogi das cruzes,SP
263,5011f0d93373a4c5753adf58ca77af8d,11013,santos,SP
264,a4e634166243bbb3a13fa584463fa468,6286,osasco,SP
265,50bf89f1349bc0409a268c3a49678009,15155,jaci,SP
266,50c9975695009e5e6473912e83a6d1da,35530,claudio,MG
267,42d4b7e70819438f5ada61c965e92d7e,74045,goiania,GO
268,7aa4334be125fcdd2ba64b3180029f14,18500,laranjal paulista,SP
269,b14db04aa7881970e83ffa9426897925,18048,sorocaba,SP
270,fac1a9017ade7bdc94058fc1c969f355,1126,sao paulo,SP
271,31ae0774c17fabd06ff707cc5bde005f,13478,americana,SP
272,f0ec6a2adb05c62655a26dd347b8dede,1303,sao paulo,SP
273,cc1f04647be106ba74e62b21f358af25,2739,sao paulo,SP
274,1099a00e0ee3a50935e6c2447ca090c5,20921,rio de janeiro,RJ
275,3d700782d7818f2c1e0d7a9e9d75fc00,86170,sertanopolis,SP
276,a3e9a2c700480d9bb01fba070ba80a0e,14940,ibitinga,SP
277,c3f5668699a1b04c0fa61ecea1e2bff6,86808,apucarana,PR
278,80f2cf9abf6b5a0e5c612b5eea6646e6,15046,sao jose do rio preto,SP
279,516e7738bd8f735ac19a010ee5450d8d,22230,rio de janeiro,RJ
280,4fe2f67634d00c021aa01f96b6f2d68e,87035,maringa,PR
281,9f505651f4a6abe901a56cdc21508025,4102,sao paulo,SP
282,17adeba047385fb0c67d8e90b4296d21,7052,guarulhos,SP
283,7142540dd4c91e2237acb7e911c4eba2,16301,penapolis,SP
284,c04d70d515d15a7e3db3a73320598566,24020,niteroi,RJ
285,a3a38f4affed601eb87a97788c949667,89204,joinville,SC
286,744dac408745240a2c2528fb1b6028f3,83408,colombo,PR
287,9b013e03b2ab786505a1d3b5c0756754,11450,vicente de carvalho,SP
288,8b9d6eec4a7eb7d0f9d579ce0b38324d,26562,mesquita,RJ
289,38e679b9e0064cd94c6f035707344dae,86010,londrina,PR
290,5444b12c82f21c923f2639ebc722c1ea,2051,sao pauo,SP
291,83deb69e889cf80f82be1dc6d5f2d486,88056,florianopolis,SC
292,54aa8463e87776b5612f4bdc4bd5d4de,30550,belo horizonte,MG
293,2e7ea2aafec5835e781b21d6d1faf1f1,2820,sao paulo,SP
294,79ebd9a61bac3eaf882805ed4ecfa12a,85802,cascavel,PR
295,1cbd50a8c52e6cf8e315c5709fab386f,83830,fazenda rio grande,PR
296,e503f22be6a4f456d9851920a5d9c670,4508,sao paulo,SP
297,88af55b4a7ca402b27df16f7c7c9b5d2,6775,taboao da serra,SP
298,5f3ae9136c875522250f8184f253413a,1550,sao paulo,SP
299,b026643914f651e8371425e5b8a1e780,22783,rio de janeiro,RJ
300,26af45f5dfd967225a832838aa4e24a3,81070,curitiba,PR
301,9dd459b29a14bf89d47183cf2cd0e4c7,4716,sao paulo,SP
302,8e6d7754bc7e0f22c96d255ebda59eba,12233,sao jose dos campos,SP
303,e250d617a0ad591ba9bd663e584a895d,7084,guarulhos,SP
304,92c8bc6e8f925792247656fed09aad65,3384,sao paulo,SP
305,e53d5b9b29d1218281f4a907ada18626,85903,toledo,PR
306,3ca08eeb8d5595949fed424bd3677742,82510,curitiba,PR
307,cbd996ad3c1b7dc71fd0e5f5df9087e2,15081,sao jose do rio preto,SP
308,8daab2245ebdc277c51098d01c5ad8ef,8411,sao paulo,SP
309,15b3b1b81484422eb41df68ac87f1f50,17047,bauru,SP
310,e067ad2c1c0b48758eb1b5228bcf7a68,11045,santos,SP
311,f626e15b7314c267e4429010866f70e9,85960,marechal candido rondon,SP
312,f1fd5ab1181f827ffad998c1a5de7d74,80010,curitiba,PR
313,a7c88262832dfc683781d6a421edefae,8710,mogi das cruzes,SP
314,6b1c4d4d9ccf0be3d8544eb0e71e5318,91130,porto alegre,RS
315,4e85b538b0dad58852641540686d0e14,12238,sao jose dos campos,SP
316,093805f8f2aeb63881444571e1f48f30,6236,osasco,SP
317,5acd070dd3fe441bbb2ec1f1ede515ee,13203,jundiai,SP
318,3c010235b7345c92f125d14ee232a76b,83800,mandirituba,PR
319,cb9fb4ca75d7ba8437480e8dde64fe98,3551,sao paulo,SP
320,ce33c6211beaa8fef4cae8b52db39862,8655,suzano,SP
321,081acf3de680d554796c9cf041be7bc2,33200,vespasiano,MG
322,6989574bd97d9773f10d232b6c07da59,80040,curitiba,PR
323,535bf14f36346c7f59d87cece104d70c,20735,rio de janeiro,RJ
324,8501d82f68d23148b6d78bb7c4a42037,89031,blumenau,SC
325,7f02656561b680def9986c0795a8a080,1417,sao paulo,SP
326,57a834594e1e9e9219603bfec184eadc,98780,santa rosa,RS
327,8fd3b4468f6425810648177996c14cbd,15015,sao jose do rio preto,SP
328,6d803cb79cc31c41c4c789a75933b3c7,14600,sao joaquim da barra,SP
329,5f2684dab12e59f83bef73ae57724e45,5125,sao paulo,SP
330,713e3a23ca5e47786eb6f0d99f94cfac,81050,curitiba,PR
331,f97e2b0650c2068227e1d366140eb62f,13830,santo antonio de posse,SP
332,8b321bb669392f5163d04c59e235e066,1212,sao paulo,SP
333,32f83ffe11cd40f7adcf4eef171f52d9,97502,uruguaiana,RS
334,76d64c4aca3a7baf218bf93ef7fa768d,80215,curitiba,PR
335,d06d019f72a04e5497a0b64190af170c,6703,cotia,SP
336,ec80e49e69745ab6c14f984bf2149423,13480,limeira,SP
337,f8f35af4634605e6693c17cc3ffff5a8,37400,campanha,MG
338,004c9cd9d87a3c30c522c48c4fc07416,14940,ibitinga,SP
339,3bdff180c7e1f6551a643b99c265a120,4811,sao paulo,SP
340,6b89abe95848c850399130d149a39b63,75640,piracanjuba,GO
341,aced59e9b31ef866a94f9e7f29d8d418,3306,sao paulo,SP
342,b4f8921fcc4ff77b66bea6dda43dcd51,95034,caxias do sul,RS
343,d2572f31e9023e9850ef986a636ff9bf,30640,belo horizonte,MG
344,c731d18cea9bf687ffee82a241c25b11,89701,concordia,SC
345,3dc69bf2c42f0568a5c4791ec3fd3745,2880,sao paulo,SP
346,d8d9567d0bfb0bc7eb845a205ba42657,3688,sao paulo,SP
347,0daf5180aa44356f60f8effa533b55a2,74043,goiania,GO
348,5194c22ed1f616ec0c0f33c571542879,37540,santa rita do sapucai,MG
349,fe8055980a4ff7f64ed889c2b5926929,81925,curitiba,PR
350,c42fd8e4d47dfb18ce5222f2dd7752f9,6246,osasco,SP
351,671585f5a2af58b6e276bc01003c0d2b,80510,curitiba,PR
352,2dd1fb6f0e42a2243b8a01e40cd41216,80240,curitiba,PR
353,a7c53f6b3b61adbdaa99dda97e8cbd56,14780,barretos,SP
354,a11a0e0ca67423425691db355cff69b0,13330,indaiatuba,SP
355,5bffbafbb22daf6d3bfc216a46db8708,26525,nilopolis,RJ
356,fc0b214b59a83615fea981c6424a02ae,9380,maua,SP
357,011b0eaba87386a2ae96a7d32bb531d1,17580,pompeia,SP
358,43753b27d77860f1654aa72e251a7878,44895,barro alto,BA
359,822b63912576852aea9a8436d72317b7,13840,mogi guacu,SP
360,a3fa18b3f688ec0fca3eb8bfcbd2d5b3,4557,são paulo,SP
361,5587130f9850696ed7fafbc91c2cee44,4311,sao paulo,SP
362,9c1c0c36cd23c20897e473901a8fb149,11702,praia grande,SP
363,34a557286ead8fe75c989e0afcf7d98c,14406,franca,SP
364,c716e0b86ed568878475b60fbb6323ad,22783,rio de janeiro,SP
365,455c5640e8c5bd1b2ee85c0158f85727,89128,luiz alves,SC
366,87d30a6a0cbf89356e49324971ab1d24,2036,sao paulo,SP
367,217f005bb37ff3aeef5b2ae1788e75ba,6038,osasco,SP
368,cac4e0bc1a3269fa2b6ea5e763f6115b,88351,brusque,SC
369,8ec76bb0965af3f007692b26fa9d6623,88804,criciuma,SC
370,aba1721a889e04decc910aa13b768ef4,5729,sao paulo,SP
371,7238f877570096ae403c51898fa64566,6519,santana de parnaiba,SP
372,044668ccd5316b12a7cf0d54a156e3e9,6016,osasco,SP
373,643c01d7c56a724bec0454f4780e8a3e,89222,joinville,SC
374,cab85505710c7cb9b720bceb52b01cee,2252,sao paulo,SP
375,312ba1d77e9c332ef21f9598b7f64cd7,7179,guarulhos,SP
376,8c3b533c63cca56240f94f1e3a6b18ef,31050,belo horizonte,MG
377,1fdc574883ef3b33ad41562d93f3a74a,13480,limeira,SP
378,9a03a4e9eb0b947652fae4f6121a3f5e,15805,catanduva,SP
379,33cbda8716511e27e556dff9d8418bf2,89052,blumenau,SC
380,6cd68b3ed6d59aaa9fece558ad360c0a,31255,belo horizonte,MG
381,3df020b72d3d44b3af9d110fa3940b65,15704,jales,SP
382,537eb890efff034a88679788b647c564,20270,rio de janeiro,RJ
383,89de2d6f23e9746ff309705b23581faa,86060,londrina,PR
384,c611f4ce9ce875bcc063fa97fd4d7d12,12944,atibaia,SP
385,4be2e7f96b4fd749d52dff41f80e39dd,69900,rio branco,AC
