tank_con_val,chk_time,MTRL_ID,MES_TK_ID
-280.805,2020/1/1 6:00,558,204
165,2018/1/2 6:00,511,508
5100,2015/5/5 6:00,558,205
5100,2015/5/5 6:00,558,205
6100,2015/5/5 18:00,558,205
2100,2015/5/5 6:00,368,231
2100,2015/5/5 6:00,368,231
3030,2015/5/5 18:00,368,231
38.626,2022/6/22 6:30,558,205
112,2022/6/25 7:00,558,205
195,2022/6/25 7:00,558,228
-72.144,2022/6/27 9:24,558,205
-282.236,2022/6/27 9:24,558,207
-74.423,2022/6/27 18:00,558,205
-112.954,2022/6/27 18:00,558,206
100,2022/6/27 18:00,321,224
100,2022/6/27 18:00,321,225
-341.596,2022/6/27 18:00,559,220
100,2022/6/27 18:00,441,403
-236.868,2022/6/27 9:31,559,220
99.362,2022/6/27 18:00,496,309
-255.1,2022/6/27 18:00,559,221
66.716,2022/6/27 9:33,558,209
1600,2022/6/27 18:00,539,361
98.145,2022/6/27 9:34,558,205
-337.833,2022/6/27 18:00,559,214
106.421,2022/6/27 18:00,589,327
-132.193,2022/6/27 18:00,559,218
-64.459,2022/6/27 18:00,559,212
-157.739,2022/6/27 18:00,559,219
-223.247,2022/6/27 18:00,559,222
-124.932,2022/6/27 18:00,559,223
100,2022/6/27 18:00,553,348
2.003,2022/6/27 7:00,558,207
-241.744,2022/6/27 7:00,558,204
-283.19,2022/6/27 6:00,558,207
100,2022/6/27 6:00,441,404
-271.636,2022/6/27 6:00,558,204
-14.48,2022/6/27 6:00,558,204
100,2022/6/27 6:00,442,406
82.828,2022/6/27 9:00,558,207
100,2022/6/27 11:00,558,207
-183.974,2022/6/27 6:00,558,208
-129.649,2022/6/27 6:00,558,205
-254.305,2022/6/27 9:00,558,204
100,2022/6/27 9:00,442,406
100,2022/6/27 9:01,558,207
-402.546,2022/6/27 6:00,558,206
100,2022/6/27 9:00,481,411
41.064,2022/6/27 9:30,558,207
100,2022/6/27 6:00,356,236
100,2022/6/27 9:00,481,543
95.1328,2022/6/27 6:00,356,290
-228.812,2022/6/27 6:00,558,205
100,2022/6/27 9:00,558,205
42.654,2022/6/27 6:00,558,204
92.7281,2022/6/27 6:00,330,288
-168.127,2022/6/27 6:00,559,220
104,2022/6/27 6:00,442,405
-389.72,2022/6/27 8:00,558,208
100,2022/6/27 6:00,441,403
100,2022/6/27 18:00,441,407
-145.231,2022/6/27 18:00,558,204
200,2022/6/27 18:00,558,123
-126.628,2022/6/27 10:00,558,209
100,2022/6/27 18:00,442,405
100,2022/6/27 18:00,440,408
-118.413,2022/6/27 6:00,559,215
5100,2022/6/27 7:00,442,404
100,2022/6/27 7:00,441,403
100,2022/6/27 6:00,360,243
200,2022/6/27 6:00,539,364
81.768,2022/6/27 6:00,559,217
110,2022/6/27 7:00,539,364
300,2022/6/27 7:00,539,358
100,2022/6/27 6:00,539,359
-355.906,2022/6/27 9:47,558,209
100,2022/6/27 6:00,357,239
84.0952,2022/6/27 6:00,383,294
100,2022/6/27 8:00,357,239
-346.631,2022/6/27 12:09,558,207
100,2022/6/27 18:00,532,386
100,2022/6/27 6:00,441,407
100,2022/6/27 6:00,532,386
92.4595,2022/6/27 8:00,330,288
100,2022/6/27 6:00,539,358
98.1879,2022/6/27 6:00,496,309
980,2022/6/26 6:00,558,204
90.9479,2022/6/27 6:00,495,310
-220.438,2022/6/27 9:47,558,211
-0.594,2022/6/27 8:00,558,211
100,2022/6/27 10:04,539,359
1100,2022/6/27 10:00,532,386
-76.755,2022/6/27 6:00,559,214
300,2022/6/27 6:00,539,360
101,2022/6/27 6:00,539,358
100,2022/6/27 6:00,539,361
100,2022/6/27 18:00,539,362
200,2022/6/27 6:00,539,362
93.0059,2022/6/27 7:00,496,309
91.3636,2022/6/27 7:00,496,310
100,2022/6/27 6:00,539,362
100,2022/6/27 18:00,539,359
101,2022/6/27 6:00,545,625
95.5074,2022/6/27 6:00,556,293
100,2022/6/27 6:30,539,359
100,2022/6/27 9:00,539,364
100,2022/6/27 8:00,368,228
100,2022/6/27 9:00,539,358
100,2022/6/27 18:00,539,364
95.9077,2022/6/27 6:10,372,333
100,2022/6/27 9:00,539,364
100,2022/6/27 9:00,539,363
100,2022/6/27 18:00,481,413
198,2022/6/27 6:00,539,363
100,2022/6/27 6:00,357,239
99.2612,2022/6/27 6:00,357,289
50.975,2022/6/27 6:00,559,218
100,2022/6/27 8:00,356,236
100,2022/6/27 18:00,328,390
-176.183,2022/6/27 6:00,559,222
100,2022/6/27 6:00,356,236
99.4064,2022/6/27 6:00,589,327
100,2022/6/27 10:00,356,236
100,2022/6/27 18:00,356,236
86.0014,2022/6/27 6:00,488,313
100,2022/6/27 6:00,368,229
100,2022/6/27 7:00,368,229
100,2022/6/27 7:00,356,236
211,2022/6/27 10:31,539,362
96.5611,2022/6/27 6:00,496,311
100,2022/6/27 10:32,369,234
-122.971,2022/6/27 6:00,559,219
100,2022/6/27 9:00,369,234
93.6367,2022/6/27 8:00,496,311
100,2022/6/27 18:00,368,231
100,2022/6/27 6:00,368,231
96.1659,2022/6/27 18:00,486,324
100,2022/6/27 18:00,357,239
-388.183,2022/6/26 18:00,558,204
-253.987,2022/6/26 18:00,558,205
24.157,2022/6/26 18:00,558,206
223,2022/6/27 18:00,388,345
1100,2022/6/1 18:00,456,334
-430,2022/6/29 18:00,558,205
200,2022/5/13 6:00,558,204
50100,2018/1/1 6:00,558,204
6488.82,2018/1/2 6:00,376,297
5868.42,2018/1/2 6:00,353,300
6847.2,2018/1/2 6:00,344,306
5229,2018/1/1 18:00,343,304
5358,2018/1/2 6:00,343,304
38195.2,2018/1/1 18:00,558,204
7632.09,2018/1/1 18:00,368,228
10164.8,2018/1/2 6:00,368,228
50100,2018/1/1 6:00,559,220
26290.4,2018/1/2 6:00,559,220
50100,2018/1/1 6:00,559,220
10100,2018/1/1 6:00,368,229
10100,2018/1/1 6:00,368,229
1600,2018/1/1 6:00,396,340
1600,2018/1/1 6:00,396,340
2600,2018/1/1 6:00,380,292
2600,2018/1/1 6:00,380,292
1600,2018/1/1 6:00,455,341
1600,2018/1/1 6:00,455,341
1600,2018/1/1 6:00,450,342
1600,2018/1/1 6:00,450,342
1726.1,2018/1/1 18:00,450,342
1852.2,2018/1/2 6:00,450,342
1600,2018/1/1 6:00,456,334
1600,2018/1/1 6:00,456,334
1600,2018/1/1 6:00,458,343
1600,2018/1/1 6:00,458,343
5100,2018/1/1 6:00,360,243
5100,2018/1/1 6:00,360,243
2600,2018/1/1 6:00,326,245
3141.44,2018/1/1 18:00,326,245
5100,2018/1/1 6:00,345,305
5100,2018/1/1 6:00,345,305
5175.9,2018/1/1 18:00,345,305
600,2018/1/1 6:00,346,392
600,2018/1/1 6:00,346,392
763.47,2018/1/1 18:00,346,392
2100,2017/12/31 18:00,576,395
2600,2018/1/1 6:00,369,234
2600,2018/1/1 6:00,369,234
2640.86,2018/1/1 18:00,369,234
2100,2018/1/1 6:00,576,395
2600,2018/1/1 6:00,334,244
3141.44,2018/1/1 18:00,334,244
1333.65,2018/1/1 18:00,542,370
1067.3,2018/1/2 6:00,542,370
1600,2018/1/1 6:00,542,370
1600,2018/1/1 6:00,542,370
15100,2018/1/1 6:00,299,252
1333.65,2018/1/1 18:00,542,371
1600,2018/1/1 6:00,542,371
1600,2018/1/1 6:00,542,371
15100,2018/1/1 6:00,299,252
16901.2,2018/1/1 18:00,299,252
18702.4,2018/1/2 6:00,299,252
5100,2018/1/1 6:00,356,237
5100,2018/1/1 6:00,356,237
1600,2018/1/1 6:00,542,372
1600,2018/1/1 6:00,542,372
1411.5,2018/1/1 18:00,542,372
1223,2018/1/2 6:00,542,372
5100,2018/1/1 6:00,342,307
5100,2018/1/1 6:00,342,307
5232.69,2018/1/1 18:00,342,307
5100,2018/1/1 6:00,360,242
5100,2018/1/1 6:00,360,242
6241.62,2018/1/1 18:00,360,242
1600,2018/1/1 6:00,396,336
1600,2018/1/1 6:00,396,336
1600,2018/1/1 6:00,404,337
1782.01,2018/1/1 18:00,404,337
1600,2018/1/1 6:00,452,352
1600,2018/1/1 6:00,452,352
1930.7,2018/1/1 18:00,452,352
2261.4,2018/1/2 6:00,452,352
1600,2018/1/1 6:00,462,356
1600,2018/1/1 6:00,462,356
1773.7,2018/1/1 18:00,462,356
1947.4,2018/1/2 6:00,462,356
2600,2018/1/1 6:00,337,246
3275.5,2018/1/1 18:00,337,246
3951,2018/1/2 6:00,337,246
2600,2018/1/1 6:00,337,246
10100,2018/1/1 6:00,343,308
10100,2018/1/1 6:00,343,308
4619.8,2018/1/2 6:00,343,308
2600,2018/1/1 6:00,380,293
5100,2018/1/1 6:00,383,294
5100,2018/1/1 6:00,383,294
5369.4,2018/1/1 18:00,383,294
10100,2018/1/1 6:00,351,262
10100,2018/1/1 6:00,351,262
10100,2018/1/1 6:00,312,268
10100,2018/1/1 6:00,312,268
2600,2018/1/1 6:00,353,301
2600,2018/1/1 6:00,353,301
2215.79,2018/1/1 18:00,353,301
1831.58,2018/1/2 6:00,353,301
5100,2018/1/1 6:00,357,240
5100,2018/1/1 6:00,357,240
5100,2018/1/1 6:00,383,295
5100,2018/1/1 6:00,383,295
13210,2018/1/1 18:00,312,268
16320,2018/1/2 6:00,312,268
13636.4,2018/1/1 18:00,351,262
2100,2018/1/1 6:00,533,378
1808.8,2018/1/1 18:00,533,378
2100,2018/1/1 6:00,533,378
1059.6,2018/1/2 6:00,625,375
954.8,2018/1/1 18:00,625,375
850,2018/1/1 6:00,625,375
850,2018/1/1 6:00,625,375
5100,2018/1/1 6:00,330,296
5100,2018/1/1 6:00,330,296
2100,2018/1/1 6:00,533,379
2287,2018/1/1 18:00,533,379
2474,2018/1/2 6:00,533,379
2100,2018/1/1 6:00,533,379
476,2018/1/2 6:00,534,381
663,2018/1/1 18:00,534,381
850,2018/1/1 6:00,534,381
850,2018/1/1 6:00,534,381
850,2018/1/1 6:00,572,282
822,2018/1/1 18:00,572,282
794,2018/1/2 6:00,572,282
2600,2018/1/1 6:00,380,293
850,2018/1/1 6:00,572,282
2600,2018/1/1 6:00,530,248
2600,2018/1/1 6:00,530,248
926,2018/1/2 6:00,534,380
888,2018/1/1 18:00,534,380
850,2018/1/1 6:00,534,380
850,2018/1/1 6:00,534,380
2600,2018/1/1 6:00,372,332
2100,2018/1/1 6:00,573,384
2100,2018/1/1 6:00,573,384
2100,2018/1/1 6:00,382,347
2600,2018/1/1 6:00,381,290
1600,2018/1/1 6:00,462,357
1600,2018/1/1 6:00,399,338
1600,2018/1/1 6:00,539,358
1100,2017/12/31 18:00,481,411
1806.2,2018/1/1 18:00,481,411
2512.4,2018/1/2 6:00,481,411
2100,2018/1/1 6:00,481,412
1393.8,2018/1/1 18:00,481,412
687.6,2018/1/2 6:00,481,412
5100,2018/1/1 6:00,489,315
1929.62,2018/1/1 18:00,380,293
1259.24,2018/1/2 6:00,380,293
2600,2018/1/1 6:00,330,288
1100,2018/1/1 6:00,419,542
1734.3,2018/1/1 18:00,419,542
1600,2018/1/1 6:00,539,360
1600,2018/1/1 6:00,542,373
6963.51,2018/1/1 18:00,489,315
1600,2018/1/1 6:00,333,351
2100,2018/1/1 6:00,328,389
1100,2018/1/1 6:00,552,401
2100,2018/1/1 6:00,573,385
5100,2018/1/1 6:00,376,298
4247.88,2018/1/1 18:00,376,298
3395.76,2018/1/2 6:00,376,298
1600,2018/1/1 6:00,333,351
2195.2,2018/1/1 18:00,333,351
2790.4,2018/1/2 6:00,333,351
2100,2018/1/1 6:00,382,347
1600,2018/1/1 6:00,462,357
1600,2018/1/1 6:00,399,338
5100,2017/12/31 18:00,488,314
5100,2018/1/1 6:00,489,314
1600,2018/1/1 6:00,388,346
1600,2018/1/1 6:00,539,358
3236.49,2018/1/1 18:00,489,314
1372.98,2018/1/2 6:00,489,314
2600,2018/1/1 6:00,330,288
2373.7,2018/1/1 18:00,388,346
3147.4,2018/1/2 6:00,388,346
1100,2018/1/1 6:00,419,542
1600,2018/1/1 6:00,539,360
1600,2018/1/1 6:00,542,373
2100,2018/1/1 6:00,328,389
1100,2018/1/1 6:00,552,401
2100,2018/1/1 6:00,573,385
5100,2018/1/1 6:00,295,317
8154.9,2018/1/1 18:00,295,317
2100,2018/1/1 6:00,328,390
1783.1,2018/1/1 18:00,328,390
1466.2,2018/1/2 6:00,328,390
360.8,2018/1/2 6:00,553,348
480.4,2018/1/1 18:00,553,348
600,2018/1/1 6:00,553,348
600,2018/1/1 6:00,554,393
2450.8,2018/1/2 6:00,328,391
2275.4,2018/1/1 18:00,328,391
2100,2018/1/1 6:00,328,391
2100,2018/1/1 6:00,328,391
600,2018/1/1 6:00,554,393
2100,2018/1/1 6:00,328,390
600,2018/1/1 6:00,553,348
2600,2018/1/1 6:00,496,309
3419.8,2018/1/1 18:00,496,309
2600,2018/1/1 6:00,330,289
3258.4,2018/1/1 18:00,330,289
2600,2018/1/1 6:00,495,310
2558,2018/1/1 18:00,495,310
2516,2018/1/2 6:00,495,310
1600,2018/1/1 6:00,532,386
1600,2018/1/1 6:00,525,397
2245,2018/1/1 18:00,532,387
1600,2018/1/1 6:00,532,387
1600,2018/1/1 6:00,525,398
1600,2018/1/1 6:00,525,399
1100,2018/1/1 6:00,546,402
1223,2018/1/1 18:00,546,402
1346,2018/1/2 6:00,546,402
2600,2018/1/1 6:00,495,310
1600,2018/1/1 6:00,532,386
1600,2018/1/1 6:00,525,397
1600,2018/1/1 6:00,532,387
1600,2018/1/1 6:00,525,398
1600,2018/1/1 6:00,525,399
1100,2018/1/1 6:00,546,402
2600,2018/1/1 6:00,336,247
3880.9,2018/1/1 18:00,336,247
5161.8,2018/1/2 6:00,336,247
2100,2018/1/1 6:00,481,412
1600,2017/12/31 18:00,399,339
1770.2,2018/1/1 18:00,399,339
5100,2018/1/1 6:00,490,316
5142.07,2018/1/1 18:00,490,316
5100,2018/1/1 6:00,489,315
5100,2018/1/1 6:00,376,298
5100,2018/1/1 6:00,490,316
5100,2018/1/1 6:00,489,314
5100,2018/1/1 6:00,295,317
2600,2018/1/1 6:00,336,247
2600,2018/1/1 6:00,372,332
850,2017/12/31 18:00,529,382
1109.6,2018/1/1 18:00,624,382
850,2017/12/31 18:00,529,383
850,2018/1/1 6:00,624,383
843.5,2018/1/1 18:00,624,383
850,2018/1/1 6:00,624,383
2354,2018/1/2 6:00,381,291
2477,2018/1/1 18:00,381,291
2600,2018/1/1 6:00,381,291
4900,2018/1/1 18:00,558,205
38190,2018/1/1 18:00,559,220
9332,2018/1/1 18:00,368,229
7550,2018/1/1 18:00,343,308
6222.22,2018/1/1 18:00,343,303
5893,2018/1/1 18:00,344,306
8256.09,2018/1/1 18:00,383,295
9704,2018/1/1 18:00,356,236
5494.41,2018/1/1 18:00,376,297
7271.43,2018/1/1 18:00,357,239
3060,2018/1/1 18:00,357,240
2380,2018/1/1 18:00,360,243
1700,2018/1/1 18:00,525,399
475,2018/1/1 18:00,382,347
1458,2018/1/1 18:00,330,288
2677,2018/1/1 18:00,542,373
536,2018/1/1 18:00,539,358
2860,2018/1/1 18:00,380,292
1590,2018/1/1 18:00,525,397
5546,2018/1/1 18:00,353,300
2525,2018/1/1 18:00,396,340
814,2018/1/1 18:00,396,336
2567,2018/1/1 18:00,328,389
967,2018/1/1 18:00,462,357
2682,2018/1/1 18:00,573,385
1651,2018/1/1 18:00,525,398
1556,2018/1/1 18:00,532,386
1847,2018/1/1 18:00,458,343
1840,2018/1/1 18:00,455,341
600,2018/1/1 6:00,388,345
190,2018/1/1 18:00,388,345
1310,2018/1/1 18:00,399,338
1846,2018/1/1 18:00,539,360
2104,2018/1/1 18:00,573,384
5123,2018/1/1 18:00,330,296
1733,2018/1/1 18:00,456,334
625,2018/1/1 18:00,554,393
5100,2018/1/1 6:00,558,205
2727,2018/1/1 18:00,372,332
2523,2018/1/1 18:00,530,248
3030,2018/1/1 6:00,368,231
3130,2018/1/1 18:00,368,231
1205,2018/1/1 18:00,552,401
910,2018/1/1 18:00,356,237
5650.32,2018/1/2 6:00,368,229
7230,2018/1/2 6:00,368,231
1205,2018/1/2 6:00,360,243
5148,2018/1/2 6:00,330,296
2187,2018/1/2 6:00,458,343
1538,2018/1/2 6:00,525,397
1798,2018/1/2 6:00,525,399
1701,2018/1/2 6:00,525,398
2100,2018/1/2 6:00,539,360
3750,2018/1/2 6:00,542,373
101,2018/1/2 6:00,539,358
101,2018/1/2 6:00,382,347
650,2018/1/2 6:00,554,393
101,2018/1/2 6:00,388,345
2852,2018/1/2 6:00,372,332
101,2018/1/2 6:00,396,336
2446,2018/1/2 6:00,530,248
2360,2018/1/2 6:00,532,387
917,2018/1/2 6:00,533,378
1511,2018/1/2 6:00,532,386
11470,2018/1/2 6:00,383,295
5281,2018/1/2 6:00,490,316
3259.6,2018/1/2 6:00,573,385
1311,2018/1/2 6:00,552,401
3203,2018/1/2 6:00,328,389
6267,2018/1/2 6:00,383,294
2142,2018/1/2 6:00,455,341
5674,2018/1/2 6:00,342,307
2777,2018/1/2 6:00,369,234
1308,2018/1/2 6:00,346,392
5428,2018/1/2 6:00,345,305
1986,2018/1/2 6:00,456,334
8768,2018/1/2 6:00,343,303
4100,2018/1/2 6:00,558,205
25040,2018/1/2 6:00,558,204
8563,2018/1/2 6:00,489,315
11833,2018/1/2 6:00,356,236
1021,2018/1/2 6:00,399,338
3450,2018/1/2 6:00,396,340
17172,2018/1/2 6:00,351,262
101,2018/1/2 6:00,356,237
8200,2018/1/2 6:00,295,317
2108,2018/1/2 6:00,573,384
7405,2018/1/2 6:00,360,242
940,2018/1/2 6:00,330,288
335,2018/1/2 6:00,462,357
2964.3,2018/1/2 6:00,419,542
1015,2018/1/2 6:00,357,240
3110,2018/1/2 6:00,380,292
9920,2018/1/2 6:00,357,239
5100,2022/7/19 6:00,299,254
49977.7,2022/7/21 18:00,558,204
100,2022/7/21 6:00,558,204
3100,2022/7/21 6:00,295,319
3556,2022/7/21 23:00,295,319
12445,2022/7/21 6:50,558,204
25041,2018/1/2 6:00,558,204
5100,2018/1/4 6:00,558,205
108,2022/7/27 18:00,391,528
109,2022/7/27 18:00,391,529
106,2022/7/27 6:00,391,528
104,2022/7/27 6:00,391,529
50100,2022/8/4 6:00,558,204
30100,2022/8/4 6:00,558,205
45100,2022/8/4 18:00,558,204
35100,2022/8/4 18:00,558,205
41100,2022/8/4 23:00,558,204
39100,2022/8/4 23:00,558,205
4331,2018/1/4 6:00,489,314
50100,2018/1/1 6:00,558,206
10100,2018/1/1 6:00,558,207
50100,2018/1/1 6:00,558,206
10100,2018/1/1 6:00,558,207
30100,2018/1/1 17:00,558,206
30080,2018/1/1 17:00,558,207
155,2022/8/15 6:00,558,204
155,2022/8/15 15:12,558,207
188,2022/8/16 6:00,558,207
199,2022/8/16 6:00,581,79
111,2022/8/16 6:00,558,207
155.66,2022/8/16 10:30,558,207
916,2022/8/16 6:00,558,207
196,2022/8/17 6:00,558,204
106,2022/8/17 6:00,558,207
5100,2022/8/1 6:00,299,254
1100,2022/8/1 6:10,299,255
651.325,2022/9/7 6:00,497,544
3262.39,2022/9/7 6:00,499,545
319.288,2022/9/7 6:00,498,546
651.325,2022/9/6 18:00,497,544
3262.4,2022/9/6 18:00,499,545
319.288,2022/9/6 18:00,498,546
651.325,2022/9/5 18:00,497,544
3262.39,2022/9/5 18:00,499,545
319.288,2022/9/5 18:00,498,546
641.752,2022/9/8 18:00,497,544
3351.69,2022/9/8 18:00,499,545
361.34,2022/9/8 18:00,498,546
622.867,2022/9/10 18:00,497,544
3546.13,2022/9/10 18:00,499,545
448.273,2022/9/10 18:00,498,546
618.399,2022/9/11 6:00,497,544
3594.09,2022/9/11 6:00,499,545
470.272,2022/9/11 6:00,498,546
632,2022/9/9 18:00,497,544
3446.8,2022/9/9 18:00,499,545
404.015,2022/9/9 18:00,498,546
627.363,2022/9/10 6:00,497,544
3492.84,2022/9/10 6:00,499,545
426.154,2022/9/10 6:00,498,546
613.758,2022/9/11 18:00,497,544
3642.19,2022/9/11 18:00,499,545
492.111,2022/9/11 18:00,498,546
609.261,2022/9/12 6:00,497,544
3691.6,2022/9/12 6:00,499,545
513.909,2022/9/12 6:00,498,546
58178.7,2022/9/11 18:00,722,551
58456.3,2022/9/11 18:00,722,552
50801.3,2022/9/11 18:00,722,553
50625.2,2022/9/11 18:00,722,554
56612.9,2022/9/11 18:00,722,555
100,2022/9/11 18:00,722,556
100,2022/9/11 18:00,722,557
7296.77,2022/9/11 18:00,722,558
100,2022/9/11 18:00,722,559
100,2022/9/11 18:00,722,560
100,2022/9/11 18:00,722,561
100,2022/9/11 18:00,722,562
58178.6,2022/9/12 6:00,722,551
58456.3,2022/9/12 6:00,722,552
50801.2,2022/9/12 6:00,722,553
50635.1,2022/9/12 6:00,722,554
56612.9,2022/9/12 6:00,722,555
56109.6,2022/9/12 6:00,722,556
7950.41,2022/9/12 6:00,722,557
7340.05,2022/9/12 6:00,722,558
100,2022/9/12 6:00,722,559
100,2022/9/12 6:00,722,560
100,2022/9/12 6:00,722,561
100,2022/9/12 6:00,722,562
3626.29,2022/9/16 6:00,722,213
4700,2022/7/19 18:00,299,254
17459.8,2022/9/16 18:00,722,213
41207.9,2022/9/17 18:00,722,213
68995,2022/9/18 6:00,722,213
75947,2022/9/18 18:00,722,213
9539.66,2022/9/19 6:00,559,214
540.422,2022/9/18 18:00,497,544
4308.52,2022/9/18 18:00,499,545
794.662,2022/9/18 18:00,498,546
533.924,2022/9/19 6:00,497,544
4358.93,2022/9/19 6:00,499,545
816.139,2022/9/19 6:00,498,546
10156.5,2022/6/28 6:00,558,206
528.238,2022/9/19 18:00,497,544
4393.98,2022/9/19 18:00,499,545
837.657,2022/9/19 18:00,498,546
100,2022/9/23 6:00,722,563
-374.86,2022/9/23 6:00,722,554
-374.86,2022/9/23 6:00,722,555
-374.86,2022/9/23 6:00,722,556
100,2022/9/23 6:00,722,557
100,2022/9/23 6:00,722,558
100,2022/9/23 6:00,722,559
100,2022/9/23 6:00,722,560
100,2022/9/23 6:00,722,561
100,2022/9/23 6:00,722,562
58100.3,2022/9/23 11:00,722,551
58122.1,2022/9/26 18:00,722,551
58378.9,2022/9/26 18:00,722,552
59634.3,2022/9/26 18:00,722,553
59856.5,2022/9/26 18:00,722,554
50563.4,2022/9/26 18:00,722,555
50267.4,2022/9/26 18:00,722,556
100,2022/9/26 18:00,722,557
100,2022/9/26 18:00,722,558
100,2022/9/26 18:00,722,559
100,2022/9/26 18:00,722,560
100,2022/9/26 18:00,722,561
100,2022/9/26 18:00,722,562
23120.8,2022/9/27 18:00,722,555
23167.1,2022/9/27 18:00,722,556
56613.5,2022/9/27 19:45,722,551
56876.4,2022/9/27 19:46,722,552
56621.9,2022/9/28 3:28,722,551
56884.8,2022/9/28 3:28,722,552
58099.7,2022/9/28 3:28,722,553
58324.7,2022/9/28 3:28,722,554
25785.8,2022/9/28 3:28,722,555
25344,2022/9/28 3:28,722,556
56609.2,2022/9/28 13:27,722,551
56851,2022/9/28 13:27,722,552
-374.86,2022/9/28 9:00,722,551
-374.86,2022/9/28 9:00,722,552
-374.86,2022/9/28 9:00,722,553
-374.86,2022/9/28 9:00,722,554
-374.86,2022/9/28 9:00,722,555
-374.86,2022/9/28 9:00,722,556
100,2022/9/28 9:00,722,557
100,2022/9/28 9:00,722,558
100,2022/9/28 9:00,722,559
100,2022/9/28 9:00,722,560
100,2022/9/28 9:00,722,561
100,2022/9/28 9:00,722,562
36222.4,2022/9/29 6:00,722,551
36633.6,2022/9/29 6:00,722,552
58441.5,2022/9/29 6:00,722,553
58667.8,2022/9/29 6:00,722,554
25790,2022/9/29 6:00,722,555
25335.6,2022/9/29 6:00,722,556
25865,2022/9/29 10:45,722,555
25415.2,2022/9/29 10:45,722,556
36226.7,2022/9/29 6:00,722,551
29901.1,2022/9/29 10:45,722,551
30679.8,2022/9/29 10:45,722,552
65149.4,2022/9/29 18:00,559,215
10965.1,2022/9/30 0:48,722,555
10591.6,2022/9/30 0:48,722,556
23739.4,2022/9/30 6:00,722,552
58095.5,2022/9/30 6:00,722,553
58307,2022/9/30 6:00,722,554
10982,2022/9/30 6:00,722,555
10764.8,2022/9/30 6:00,722,556
7737.39,2022/9/30 6:00,722,557
7126.41,2022/9/30 6:00,722,558
7360.67,2022/9/30 6:00,722,559
7421.66,2022/9/30 6:00,722,560
2992.74,2022/9/30 6:00,722,561
3427.43,2022/9/30 6:00,722,562
29727.9,2022/9/30 0:48,722,551
30688.2,2022/9/30 0:48,722,552
452.459,2022/9/29 8:00,558,204
100,2022/9/30 6:00,722,206
29908.9,2022/9/29 18:00,722,551
30682.6,2022/9/29 18:00,722,552
58445.8,2022/9/29 18:00,722,553
58664.5,2022/9/29 18:00,722,554
55090.7,2022/9/30 18:00,722,553
55926.2,2022/9/30 18:00,722,554
8195.28,2022/9/30 18:00,722,555
8393.34,2022/9/30 18:00,722,556
10653.3,2022/9/30 18:10,722,551
11470,2022/9/30 18:10,722,552
55755.9,2022/9/30 17:55,722,553
55926.2,2022/9/30 17:59,722,554
