begin_shift_time,NODE_ID,inout_name,amount,page_type
2023/4/1 6:00,357,in,26.269,NODE
2023/4/1 6:00,358,out,81.589,NODE
2023/4/1 6:00,359,out,56.419,NODE
2023/4/1 6:00,360,out,369.639,NODE
2023/4/1 6:00,361,out,30.939,NODE
2023/4/1 6:00,362,out,62.679,NODE
2023/4/1 6:00,363,out,32.009,NODE
2023/4/1 6:00,364,out,0,NODE
2023/4/1 6:00,334,in,165.759,NODE
2023/4/1 6:00,335,in,594.389,NODE
2023/4/1 6:00,336,in,253.539,NODE
2023/4/1 6:00,337,in,661.999,NODE
2023/4/1 6:00,338,in,86.019,NODE
2023/4/1 6:00,339,in,25.939,NODE
2023/4/1 6:00,340,in,0,NODE
2023/4/1 6:00,341,out,25.979,NODE
2023/4/1 6:00,342,out,297.609,NODE
2023/4/1 6:00,343,out,253.729,NODE
2023/4/1 6:00,344,out,196.419,NODE
2023/4/1 6:00,345,out,84.419,NODE
2023/4/1 6:00,346,out,357.469,NODE
2023/4/1 6:00,347,out,468.589,NODE
2023/4/1 6:00,348,out,162.829,NODE
2023/4/1 6:00,349,out,30.969,NODE
2023/4/1 6:00,350,out,0,NODE
2023/4/1 6:00,709,out,13.149,NODE
2023/4/1 6:00,293,in,12724.9,NODE
2023/4/1 6:00,294,out,32.519,NODE
2023/4/1 6:00,295,out,113.089,NODE
2023/4/1 6:00,296,out,1651.55,NODE
2023/4/1 6:00,297,out,989.539,NODE
2023/4/1 6:00,298,out,1644.86,NODE
2023/4/1 6:00,299,out,671.519,NODE
2023/4/1 6:00,300,out,40.759,NODE
2023/4/1 6:00,301,out,521.939,NODE
2023/4/1 6:00,302,out,2673.14,NODE
2023/4/1 6:00,303,out,1135.16,NODE
2023/4/1 6:00,304,out,3509.61,NODE
2023/4/1 6:00,305,consume,25.919,NODE
2023/4/1 6:00,320,in,3332.89,NODE
2023/4/1 6:00,321,in,38.009,NODE
2023/4/1 6:00,322,in,0,NODE
2023/4/1 6:00,323,in,45.189,NODE
2023/4/1 6:00,324,in,0,NODE
2023/4/1 6:00,326,out,0,NODE
2023/4/1 6:00,327,out,209.429,NODE
2023/4/1 6:00,328,out,109.659,NODE
2023/4/1 6:00,329,out,369.929,NODE
2023/4/1 6:00,330,out,972.769,NODE
2023/4/1 6:00,331,out,584.559,NODE
2023/4/1 6:00,332,out,1220.32,NODE
2023/4/1 6:00,333,consume,98.139,NODE
2023/4/1 6:00,708,out,52.939,NODE
2023/4/1 6:00,365,in,1262.86,NODE
2023/4/1 6:00,366,in,2576.74,NODE
2023/4/1 6:00,367,in,298.189,NODE
2023/4/1 6:00,368,in,79.459,NODE
2023/4/1 6:00,369,consume,30.159,NODE
2023/4/1 6:00,370,out,38.209,NODE
2023/4/1 6:00,371,out,38.879,NODE
2023/4/1 6:00,372,out,85.109,NODE
2023/4/1 6:00,373,out,3899.88,NODE
2023/4/1 6:00,374,out,0,NODE
2023/4/1 6:00,375,out,45.419,NODE
2023/4/1 6:00,376,out,0,NODE
2023/4/1 6:00,722,out,141.879,NODE
2023/4/1 6:00,377,in,2966.1,NODE
2023/4/1 6:00,378,in,924.259,NODE
2023/4/1 6:00,379,in,28.299,NODE
2023/4/1 6:00,380,in,0,NODE
2023/4/1 6:00,381,out,153.849,NODE
2023/4/1 6:00,382,out,922.209,NODE
2023/4/1 6:00,383,out,1891.91,NODE
2023/4/1 6:00,384,out,186.739,NODE
2023/4/1 6:00,385,out,531.359,NODE
2023/4/1 6:00,386,out,164.039,NODE
2023/4/1 6:00,387,consume,152.879,NODE
2023/4/1 6:00,388,out,152.879,NODE
2023/4/1 6:00,392,in,30.559,NODE
2023/4/1 6:00,393,consume,47.089,NODE
2023/4/1 6:00,394,in,1904.58,NODE
2023/4/1 6:00,395,out,28.299,NODE
2023/4/1 6:00,396,out,37.599,NODE
2023/4/1 6:00,397,out,1899.94,NODE
2023/4/1 6:00,398,out,0,NODE
2023/4/1 6:00,400,in,1129.91,NODE
2023/4/1 6:00,401,out,30.849,NODE
2023/4/1 6:00,402,out,626.539,NODE
2023/4/1 6:00,403,out,264.089,NODE
2023/4/1 6:00,404,out,281.799,NODE
2023/4/1 6:00,405,in,654.829,NODE
2023/4/1 6:00,406,in,25.919,NODE
2023/4/1 6:00,407,in,138.239,NODE
2023/4/1 6:00,408,in,113.459,NODE
2023/4/1 6:00,409,out,31.649,NODE
2023/4/1 6:00,410,out,724.219,NODE
2023/4/1 6:00,411,out,146.749,NODE
2023/4/1 6:00,412,out,0,NODE
2023/4/1 6:00,413,out,0,NODE
2023/4/1 6:00,449,in,146.239,NODE
2023/4/1 6:00,450,consume,97.019,NODE
2023/4/1 6:00,451,in,1124.34,NODE
2023/4/1 6:00,452,in,2761.8,NODE
2023/4/1 6:00,453,out,512.659,NODE
2023/4/1 6:00,454,out,0,NODE
2023/4/1 6:00,455,out,1621.48,NODE
2023/4/1 6:00,456,out,0,NODE
2023/4/1 6:00,457,out,1548.05,NODE
2023/4/1 6:00,458,out,27.409,NODE
2023/4/1 6:00,459,out,0,NODE
2023/4/1 6:00,460,out,245.539,NODE
2023/4/1 6:00,461,out,54.679,NODE
2023/4/1 6:00,462,out,70.589,NODE
2023/4/1 6:00,463,out,0,NODE
2023/4/1 6:00,464,out,26.469,NODE
2023/4/1 6:00,465,out,26.859,NODE
2023/4/1 6:00,723,out,75.879,NODE
2023/4/1 6:00,414,in,3233.5,NODE
2023/4/1 6:00,415,in,0,NODE
2023/4/1 6:00,416,in,372.159,NODE
2023/4/1 6:00,417,in,87.889,NODE
2023/4/1 6:00,418,consume,46.969,NODE
2023/4/1 6:00,419,in,2620.86,NODE
2023/4/1 6:00,420,out,323.429,NODE
2023/4/1 6:00,421,out,2253.02,NODE
2023/4/1 6:00,422,out,3105.42,NODE
2023/4/1 6:00,423,out,540.889,NODE
2023/4/1 6:00,424,out,52.129,NODE
2023/4/1 6:00,425,out,27.819,NODE
2023/4/1 6:00,426,out,0,NODE
2023/4/1 6:00,427,out,37.629,NODE
2023/4/1 6:00,724,out,76.939,NODE
2023/4/1 6:00,428,in,105.499,NODE
2023/4/1 6:00,429,consume,71.659,NODE
2023/4/1 6:00,430,in,1155.97,NODE
2023/4/1 6:00,431,in,2785.35,NODE
2023/4/1 6:00,432,out,56.939,NODE
2023/4/1 6:00,433,out,54.629,NODE
2023/4/1 6:00,434,out,963.999,NODE
2023/4/1 6:00,435,out,553.009,NODE
2023/4/1 6:00,436,out,997.319,NODE
2023/4/1 6:00,437,out,700.449,NODE
2023/4/1 6:00,438,out,789.229,NODE
2023/4/1 6:00,439,out,0,NODE
2023/4/1 6:00,440,out,42.919,NODE
2023/4/1 6:00,725,out,43.199,NODE
2023/4/1 6:00,441,consume,33.279,NODE
2023/4/1 6:00,442,in,31.139,NODE
2023/4/1 6:00,443,in,257.579,NODE
2023/4/1 6:00,444,in,1474.05,NODE
2023/4/1 6:00,445,out,0,NODE
2023/4/1 6:00,446,out,95.879,NODE
2023/4/1 6:00,447,out,1640.9,NODE
2023/4/1 6:00,466,in,36.129,NODE
2023/4/1 6:00,467,consume,0,NODE
2023/4/1 6:00,468,in,654.999,NODE
2023/4/1 6:00,469,in,197.539,NODE
2023/4/1 6:00,470,out,42.209,NODE
2023/4/1 6:00,471,out,819.879,NODE
2023/4/1 6:00,472,out,0,NODE
2023/4/1 6:00,473,out,25.979,NODE
2023/4/1 6:00,474,in,1340.84,NODE
2023/4/1 6:00,475,in,323.429,NODE
2023/4/1 6:00,476,in,0,NODE
2023/4/1 6:00,477,out,578.609,NODE
2023/4/1 6:00,478,out,1085.21,NODE
2023/4/1 6:00,505,in,4223.5,NODE
2023/4/1 6:00,506,in,28.809,NODE
2023/4/1 6:00,507,in,138.529,NODE
2023/4/1 6:00,508,consume,89.139,NODE
2023/4/1 6:00,509,out,676.099,NODE
2023/4/1 6:00,510,out,3519.93,NODE
2023/4/1 6:00,511,out,51.159,NODE
2023/4/1 6:00,512,out,159.689,NODE
2023/4/1 6:00,513,out,35.339,NODE
2023/4/1 6:00,489,in,3445.38,NODE
2023/4/1 6:00,490,in,36.369,NODE
2023/4/1 6:00,491,consume,204.159,NODE
2023/4/1 6:00,492,out,142.609,NODE
2023/4/1 6:00,493,out,112.359,NODE
2023/4/1 6:00,494,out,2950.09,NODE
2023/4/1 6:00,495,out,0,NODE
2023/4/1 6:00,496,out,328.449,NODE
2023/4/1 6:00,497,in,3532.3,NODE
2023/4/1 6:00,498,in,36.009,NODE
2023/4/1 6:00,499,consume,196.239,NODE
2023/4/1 6:00,500,out,130.639,NODE
2023/4/1 6:00,501,out,315.099,NODE
2023/4/1 6:00,502,out,172.899,NODE
2023/4/1 6:00,503,out,2975.55,NODE
2023/4/1 6:00,504,out,51.559,NODE
2023/4/1 6:00,479,in,105.129,NODE
2023/4/1 6:00,480,in,496.549,NODE
2023/4/1 6:00,481,in,90.319,NODE
2023/4/1 6:00,482,in,251.899,NODE
2023/4/1 6:00,483,in,597.519,NODE
2023/4/1 6:00,484,out,358.529,NODE
2023/4/1 6:00,485,out,0,NODE
2023/4/1 6:00,486,out,627.419,NODE
2023/4/1 6:00,487,out,504.419,NODE
2023/4/1 6:00,488,out,0,NODE
2023/4/1 6:00,710,out,0,NODE
2023/4/1 6:00,514,in,5744.21,NODE
2023/4/1 6:00,515,in,0,NODE
2023/4/1 6:00,516,in,223.819,NODE
2023/4/1 6:00,517,in,44.779,NODE
