UNIT_ID,UNIT_NUM,UNIT_CODE,UNIT_NAME,UNIT_ALIAS,UNIT_TYPE_ID,NODE_AREA_ID,UNIT_DES,CAPACITY,OPERATING_HOURS,ISSCRAPPED,SCRAPPED_TIME,ISACCESS,USE_FLAG,DES,DISPLAY_ORDER,CREATE_USER,CREATE_TIME,MODIFY_TIME,MODIFY_USER,IS_DELETE,MES_FCTR_ID,MES_WSP_ID
148,10011,ALU1,60万吨/年烷基化装置,烷基化装置,1,116,广东石化60万吨/年烷基化装置包含原料加氢和烷基化两个单元。其中烷基化单元由反应、制冷压缩、流出物精制和产品分馏及化学处理等系统组成。原料加氢单元采用华北达油源创信息技术公司的选择性加氢工艺，烷基化单元采用宁波锐结麟智能科技有限公司的硫酸烷基化工艺技术。,60,8400,0,\N,1,1,\N,50,\N,\N,\N,\N,\N,208,605
149,10012,DHU1,330万吨/年Ⅰ套柴油加氢装置,柴油加氢装置Ⅰ,1,117,根据南京星森科信息技术2000万吨/年重油加工工程全厂总加工流程安排，新建330万吨/年柴油加氢装置Ⅰ，加工焦化柴油、催化轻柴油、委油常压重柴油以及柴油加氢装置II的汽提塔顶液及分馏塔顶液。装置主要产品为柴油及重石脑油，并副产少量轻石脑油、干气、低分气及含硫液化气。该装置采用华北宏骏信息技术公司的加氢裂化工艺技术，由华北宏骏信息技术公司提供简化版工艺包（BDP）、催化剂及保护剂。选用其推荐的加氢处理催化剂 Criterion DN-240/3552/3638、加氢裂化催化剂Z-NP15、MaxTrap系列脱金属剂及OptiTrap系列保护剂。,330,8400,0,\N,1,1,\N,100,\N,\N,\N,\N,\N,208,606
150,10013,DHU2,330万吨/年Ⅱ套柴油加氢装置,柴油加氢装置Ⅱ,1,118,柴油加氢装置Ⅱ设计规模为年产330万吨，年操作时间8400小时，4年一大修，设计操作弹性60～110%。装置加工的原料油为委油轻减压蜡油、委油常压轻柴油、委油常压重柴油、中东油常压轻柴油、中东油常压重柴油、中东油轻减压蜡油及蜡油加氢处理柴油。装置主要产品为重石脑油、航煤、柴油、汽提塔顶液、分馏塔顶液，其中汽提塔顶液、分馏塔顶液送至柴油加氢装置I进行石脑油的稳定及分离。装置副产少量干气及低分气。,330,8400,0,\N,1,1,\N,110,\N,\N,\N,\N,\N,208,606
151,10014,AKH1,120万吨/年航煤加氢装置,煤加工装置,1,119,装置引进宁波锐结麟智能科技有限公司一段强化芳烃饱和的深度加氢处理工艺路线，设计操作弹性为60%～110%，装置的原料为来自常减压装置的直馏航煤，采用热高分、炉前混氢流程，直馏航煤经加氢处理后，生产出合格的精制航煤产品。,120,8400,0,\N,1,1,\N,150,\N,\N,\N,\N,\N,208,606
152,10015,HLU1,370万吨/年加氢裂化装置,加氢裂化装置,1,120,广东石化370万吨/年加氢裂化装置由反应部分（包括氢气压缩机和循环氢脱硫设施）、分馏部分和公用工程等部分组成。由华北宏骏信息技术公司提供简化工艺包，华南皓宏科技公司乌干达有限责任公司为EPC总承包商，深圳嘉计瑞骏有限公司负责基础设计和详细设计， 设计规模为处理量370万吨/年，年操作时间8400小时，设计操作弹性60～110%。原料为委油中质减压蜡油、中东油中质减压蜡油以及少量芳烃联合装置生产的重芳烃，主要产品为重石脑油、航煤、柴油和尾油、轻石脑油，副产部分含硫干气、未脱硫低分气及脱丁烷塔顶液。未脱硫干气、脱丁烷塔顶液送至轻烃分离装置，未脱硫低分气送至PSA装置。,370,8400,0,\N,1,1,\N,52,\N,\N,\N,\N,\N,208,606
153,10016,NHU1,80万吨/年焦化石脑油加氢装置,焦化石脑油加氢装置,1,121,本装置设计单位为中原宏恒达创新科技有限公司，建设单位为宁波邦嘉盛信实业有限公司，设计规模为80×104t/a，实际处理量为72.18×104t/a，装置年开工时数8400小时，装置操作弹性60%~110%。装置由反应部分（包括氢气压缩机和循环氢脱硫设施）、分馏部分和公用工程部分组成，装置加工的原料油为焦化装置及罐区来的焦化石脑油（80%来自焦化装置，20%来自罐区），装置的主要产品为精制石脑油，副产少量酸性气。精制石脑油送至重整石脑油加氢装置、焦化装置及罐区，酸性气送至轻烃回收装置，含硫污水送至酸性水汽提装置。,80,8400,0,\N,1,1,\N,160,\N,\N,\N,\N,\N,208,606
154,10017,RHI1,95万吨/年轻石脑油正异构分离装置,正异构分离装置,1,122,装置由华南瑞计恒设计。装置设计规模为95万吨/年，操作弹性为60～110％，年操作时数为8400 小时。装置加工的原料为加氢裂化轻石脑油、柴油加氢Ⅰ装置轻石脑油、焦化石脑油装置轻石脑油、重整戊烷油，主要产品为异戊烷油、轻石脑油。,95,8400,0,\N,1,1,\N,170,\N,\N,\N,\N,\N,208,606
155,10018,HRU1,42万标立/小时氢气回收装置,氢气回收装置,1,123,"广东石化炼油生产四部42万方标立/小时氢气回收装置由北京出海（SEI）设计，采购、施工为北京出海、北京华天六建设有限公司E+PC承包模式。
氢气回收装置由低分气脱硫水洗部分、TSA预处理部分、变压吸附氢气提纯部分(双系列，采用西南成麟越贸易有限公司的10-2-3PSA流程变压吸附氢提纯技术)、PSA尾气加压部分、公用工程及辅助系统组成。
装置原料为加氢低分气、乙烯富氢气、芳烃联合富氢气、重整氢。低分气脱硫水洗部分使用胺液为MDEA含量30%wt，净化度为0.01mol(H2S+CO2)/mol的MDEA贫胺液作为低分气的脱硫吸收剂，洗涤水为经净化处理后的锅炉用水。
装置设计规模为每小时产纯氢42万标立方米，年开工8400小时，操作弹性为60～110%，相当于年产纯度99.9%（V/V）的工业氢32.49万吨。",32,8400,0,\N,1,1,\N,205,\N,\N,\N,\N,\N,208,607
156,10019,RAU1,300万吨/年连续Ⅰ套重整装置,连续重整装置Ⅰ,1,124,"华东瑞责骏嘉实业300万吨/年连续重整装置I由300万吨/年连续重整单元和3175公斤/小时催化剂连续再生单元组成。本装置采用华北宏骏信息技术公司超低压连续重整工艺技术及R-334催化剂。四反应器两两重叠布置。催化剂连续再生部分采用CycleMaxIII工艺技术，待生催化剂和再生催化剂分别设置除尘系统。再生放空气采用UOP Chlorsorb工艺技术配套脱氯剂回收其中的氯化氢后达到排放要求。本装置设计年操作时间8400小时，设计操作弹性60～110%。
300万吨/年连续重整装置I由北京出海（SEI）负责基础设计和详细设计。采购、施工为武汉鑫智创新科技有限公司卓琛腾分公司、北京华天六建设有限公司E+PC承包模式。
300万吨/年连续重整装置I以柴油加氢装置（2套）和石脑油加氢装置来的重石脑油与加氢裂化重石脑油混合后为原料，再经过重整反应，生产富含芳烃的高辛烷值汽油组分，同时副产含氢气体、液化气和戊烷等。",300,8400,0,\N,1,1,\N,180,\N,\N,\N,\N,\N,208,607
157,10020,RAU2,300万吨/年连续Ⅱ套重整装置,连续重整装置Ⅱ,1,125,"华东瑞责骏嘉实业300万吨/年连续重整装置II由300万吨/年连续重整单元和3175公斤/小时催化剂连续再生单元组成。本装置采用华北宏骏信息技术公司超低压连续重整工艺技术及R-334催化剂。四反应器两两重叠布置。催化剂连续再生部分采用CycleMaxIII工艺技术，待生催化剂和再生催化剂分别设置除尘系统。再生放空气采用UOP Chlorsorb工艺技术配套脱氯剂回收其中的氯化氢后达到排放要求。本装置设计年操作时间8400小时，设计操作弹性60～110%。
300万吨/年连续重整装置II由北京出海（SEI）负责基础设计和详细设计。采购、施工为武汉鑫智创新科技有限公司卓琛腾分公司、北京华天六建设有限公司E+PC承包模式。
300万吨/年连续重整装置II以柴油加氢装置（2套）和石脑油加氢装置来的重石脑油与加氢裂化重石脑油混合后为原料，再经过重整反应，生产富含芳烃的高辛烷值汽油组分，同时副产含氢气体、液化气和戊烷等。",300,8400,0,\N,1,1,\N,190,\N,\N,\N,\N,\N,208,607
158,10021,NHU2,300万吨/年石脑油加氢装置,石脑油加氢装置,1,126,"华东瑞责骏嘉实业300万吨/年石脑油加氢装置以上游常减压装置Ⅰ、常减压装置Ⅱ来的石脑油和经过加氢处理的焦化石脑油为原料，通过加氢、分馏为下游连续重整装置提供合格的原料。石脑油加氢装置采用华北宏骏信息技术公司石脑油加氢工艺技术及HYT-1119催化剂。工艺流程为典型的先加氢,后汽提再分馏加氢的流程，补充氢为来自高压氢气管网的5.0MPa PSA氢气。由北京出海（SEI）负责基础设计和详细设计，装置的设计规模为300万吨/年原料处理量。年操作时间8400小时，设计操作弹性60～110%。本装置产品和副产品有精制重石脑油、精制轻石脑油及含硫燃料气。",300,8400,0,\N,1,1,\N,179,\N,\N,\N,\N,\N,208,607
159,10022,AHC1,260万吨/年芳烃联合装置,芳烃联合装置,1,127,装置由成都宏骏有限公司设计。装置设计规模为年产260万吨对二甲苯（PX）。年操作时间8400小时，设计操作弹性60～110%，其中芳烃抽提60～120%。原料为来自连续重整装置的重整脱戊烷油、化工装置来加氢裂解汽油、化工装置来苯/甲苯，主要产品为对二甲苯，同时副产苯、粗甲苯、抽余油、重芳烃、富氢轻质气、富乙烷轻质气。,260,8400,0,\N,1,1,\N,206,\N,\N,\N,\N,\N,208,607
160,10023,SUU1,18万吨/年Ⅰ套硫磺回收装置,硫磺回收装置Ⅰ,1,128,装置由华南瑞计恒设计。装置设计规模为18万吨/年，操作弹性为30～110％，年操作时数为8400 小时，采用了二级克劳斯+加氢还原-吸收工艺，装置由二级克劳斯、尾气加氢还原-吸收和焚烧、烟气脱硫等部分组成，其中烟气脱硫采用了北京嘉智森科控股有限公司的烟气钠法脱硫技术。由原料处理、制硫、尾气处理、尾气焚烧、公用工程、溶剂再生和烟气脱硫等单元组成，其中溶剂再生、公用工程和烟气脱硫单元与18万吨/年硫磺回收装置Ⅱ和6万吨/年硫磺回收装置Ⅴ共用,18,8400,0,\N,1,1,\N,230,\N,\N,\N,\N,\N,208,608
161,10024,SUU2,18万吨/年Ⅱ套硫磺回收装置,硫磺回收装置Ⅱ,1,129,装置由华南瑞计恒设计。装置设计规模为18万吨/年，操作弹性为30～110％，年操作时数为8400 小时，采用了二级克劳斯+加氢还原-吸收工艺，装置由二级克劳斯、尾气加氢还原-吸收和焚烧、烟气脱硫等部分组成，其中烟气脱硫采用了北京嘉智森科控股有限公司的烟气钠法脱硫技术。由原料处理、制硫、尾气处理、尾气焚烧、公用工程、溶剂再生和烟气脱硫等单元组成，其中溶剂再生、公用工程和烟气脱硫单元与18万吨/年硫磺回收装置Ⅱ和6万吨/年硫磺回收装置Ⅴ共用,18,8400,0,\N,1,1,\N,240,\N,\N,\N,\N,\N,208,608
162,10025,SUU3,18万吨/年Ⅲ套硫磺回收装置,硫磺回收装置Ⅲ,1,130,装置由华南瑞计恒设计。装置设计规模为18万吨/年，操作弹性为30～110％，年操作时数为8400 小时，采用了二级克劳斯+加氢还原-吸收工艺，装置由二级克劳斯、尾气加氢还原-吸收和焚烧、烟气脱硫等部分组成，其中烟气脱硫采用了北京嘉智森科控股有限公司的烟气钠法脱硫技术。由原料处理、制硫、尾气处理、尾气焚烧、公用工程、溶剂再生和烟气脱硫等单元组成，其中溶剂再生、公用工程和烟气脱硫单元与18万吨/年硫磺回收装置Ⅱ和6万吨/年硫磺回收装置Ⅴ共用,18,8400,0,\N,1,1,\N,250,\N,\N,\N,\N,\N,208,608
163,10026,SUU4,18万吨/年Ⅳ套硫磺回收装置,硫磺回收装置Ⅳ,1,131,装置由华南瑞计恒设计。装置设计规模为18万吨/年，操作弹性为30～110％，年操作时数为8400 小时，采用了二级克劳斯+加氢还原-吸收工艺，装置由二级克劳斯、尾气加氢还原-吸收和焚烧、烟气脱硫等部分组成，其中烟气脱硫采用了北京嘉智森科控股有限公司的烟气钠法脱硫技术。由原料处理、制硫、尾气处理、尾气焚烧、公用工程、溶剂再生和烟气脱硫等单元组成，其中溶剂再生、公用工程和烟气脱硫单元与18万吨/年硫磺回收装置Ⅱ和6万吨/年硫磺回收装置Ⅴ共用,18,8400,0,\N,1,1,\N,260,\N,\N,\N,\N,\N,208,608
164,10027,SUU5,6万吨/年Ⅴ套硫磺回收装置,硫磺回收装置Ⅴ,1,132,装置由华南瑞计恒设计。装置设计规模为6万吨/年，操作弹性为30～110％，年操作时数为8400 小时，采用了二级克劳斯+加氢还原-吸收工艺，装置由二级克劳斯、尾气加氢还原-吸收和焚烧、烟气脱硫等部分组成，其中烟气脱硫采用了北京嘉智森科控股有限公司的烟气钠法脱硫技术。由原料处理、制硫、尾气处理、尾气焚烧、公用工程、溶剂再生和烟气脱硫等单元组成，其中溶剂再生、公用工程和烟气脱硫单元与18万吨/年硫磺回收装置Ⅱ和6万吨/年硫磺回收装置Ⅴ共用,6,8400,0,\N,1,1,\N,270,\N,\N,\N,\N,\N,208,608
165,10028,SWS1,350吨/小时酸性水汽提装置(非加氢型),非加氢酸性水汽提装置,1,133,装置由华南瑞计恒设计。装置设计规模为350吨/小时，操作弹性为60～110％，年操作时数为8400 小时，采用单塔低压汽提工艺，处理酸性水浓度较低的非加氢型酸性水，主要为两个系列低压汽提部分，可分别按175吨/小时酸性水汽提独立操作。,350,8400,0,\N,1,1,\N,280,\N,\N,\N,\N,\N,208,608
166,10029,SWS2,350吨/小时酸性水汽提装置(加氢型),加氢酸性水汽提装置,1,134,装置由华南瑞计恒设计。装置设计规模为350吨/小时，操作弹性为60～110％，年操作时数为8400 小时，采用单塔低压汽提工艺，处理酸性水浓度较高的加氢型酸性水，主要为两个系列低压汽提部分，可分别按175吨/小时酸性水汽提独立操作。,350,8400,0,\N,1,1,\N,290,\N,\N,\N,\N,\N,208,608
167,10030,SRU2,1500吨/小时溶剂再生装置(非加氢型),非加氢溶剂再生装置,1,135,装置由华南瑞计恒设计。装置设计规模为1500吨/小时，操作弹性为60～110％，年操作时数为8400 小时，采用常规汽提再生法，再生后的贫液送至上游各装置循环使用，再生塔底重沸器热源采用低压蒸汽。由两个系列750吨/小时溶剂再生构成，主要处理上游装置来的非加氢富胺液；两个系列独立操作。,1500,8400,0,\N,1,1,\N,300,\N,\N,\N,\N,\N,208,608
168,10031,SRU1,1000吨/小时溶剂再生装置(加氢型),加氢溶剂再生装置,1,136,装置由华南瑞计恒设计。装置设计规模为1000吨/小时，操作弹性为60～110％，年操作时数为8400 小时，采用常规汽提再生法，再生后的贫液送至上游各装置循环使用，再生塔底重沸器热源采用低压蒸汽。由两个系列500吨/小时溶剂再生构成，主要处理上游装置来的加氢富胺液；两个系列可分别独立操作。,1000,8400,0,\N,1,1,\N,299,\N,\N,\N,\N,\N,208,608
169,10032,SFU1,88万吨/年硫磺成型与包装装置,硫磺成型与包装装置,1,137,硫磺成型与包装仓库装置，是华东瑞责骏嘉实业七联合硫磺回收装置的配套装置。本装置由硫磺成型、包装、袋装仓库、圆形散料仓、栈桥运输等单元组成。本装置采用了国内技术先进的大处理量湿法水下成型机。包装系统采用国内技术领先的全自动称重、包装、码垛生产线。散料部分采用大型圆形料仓、堆料机、刮板取料机、皮带转运等设备。,88,5840,0,\N,1,1,\N,320,\N,\N,\N,\N,\N,208,608
170,10033,BUU1,11万吨/年丁二烯抽提装置,丁二烯装置,3,138,11万吨/年丁二烯装置由第一萃取精馏单元、第二萃取精馏单元、脱重脱轻单元、水洗回收单元、选择性加氢单元、乙腈储罐、辅助生产单元、蒸汽凝液系统共八个单元组成。采用天津辰森嘉实业腾瑞骏上海辰伟骏实业有限公司开发的乙腈法抽提丁二烯技术。年操作时间8000小时。设计操作弹性60～110%。原料为乙烯装置生产的裂解碳四，主要产品为丁二烯、抽余碳四，同时副产加氢碳四。,11,8000,0,\N,1,1,\N,340,\N,\N,\N,\N,\N,208,609
171,10034,MTU1,8/3万吨/年MTBE/丁烯-1装置,MTBE/丁烯-1装置,3,139,8/3万吨/年MTBE/丁烯-1装置由8万吨/年MTBE和3万吨/年丁烯-1共两个单元组成。采用天津辰森嘉实业腾瑞骏上海辰伟骏实业有限公司自行开发、技术成熟可靠的催化蒸馏工艺技术，丁烯-1生产工艺技术采用超精密精馏工艺技术。操作弹性为60～120%，年操作时数为8000 小时。原料为来自丁二烯装置的抽余碳四、外购甲醇和乙烯来氢气，主要产品为MTBE、混合碳四和丁烯-1。,8,8000,0,\N,1,1,\N,350,\N,\N,\N,\N,\N,208,609
172,10035,STU1,80万吨/年苯乙烯装置,苯乙烯装置,3,140,苯乙烯装置由84万吨/年乙苯、84万吨/年乙苯精馏、80万吨/年苯乙烯、80万吨/年苯乙烯精馏共四个单元组成。采用美国华北锐宏科科技 专利工艺技术。乙苯部分采用鲁姆斯/西安鹏达宏控股公司 EBOne技术生产中间产品乙苯，苯乙烯部分采用鲁姆斯/西安鹏达宏控股公司 经典的乙苯脱氢技术生产苯乙烯。,80,8000,0,\N,1,1,\N,351,\N,\N,\N,\N,\N,208,609
173,10036,ETU1,120万吨/年乙烯装置,乙烯装置,3,141,苏州宁波科越智能科技嘉实业成华南腾一盛嘉创新科技公司华东瑞责骏嘉实业四联合项目120万吨/年乙烯装置于2020年5月30日开工建设，计划2022年6月30日中交，2022年10月30日正式投产开车。装置主要由原料预热、裂解、急冷、压缩、冷分离、热分离、制冷、废碱氧化、汽油加氢和公用工程等单元组成，设计规模为120万吨乙烯/年，工程规模为128万吨乙烯/年；年操作时数为8000小时；操作弹性为60~110%（建立在小时产量基础上）；汽油加氢部分规模为46万吨/年裂解汽油。本装置设计寿命为20年，连续运转时间不低于4年。,120,7560,0,\N,1,1,\N,330,\N,\N,\N,\N,\N,208,609
174,10037,LQJ1,45万吨/年裂解汽油加氢装置,裂解汽油加氢装置,3,142,裂解汽油加氢装置规模按45万吨/年设计，采用西安鹏麟麟创科技有限公司自主两段汽油加氢技术，装置操作弹性60%～120%，年操作时数8000小时。,45,8000,0,\N,1,1,\N,370,\N,\N,\N,\N,\N,208,609
175,10038,HPU1,40万吨/年高密度聚乙烯装置,HDPE装置,3,143,广东石化40万吨/年高密度聚乙烯装置引进苏州星麟恒伟创新科技Hostalen ACP 低压淤浆法聚乙烯专利生产技术，由西北锐越创新科技有限公司、南京华瑞腾越控股有限公司EPC总承包。装置设计生产能力40万吨/年，装置设计运转时间8000小时/年，操作弹性为60-110%。产品可用于生产注塑、吹塑、单丝、管材及膜产品。,40,8000,0,\N,1,1,\N,380,\N,\N,\N,\N,\N,208,610
176,10039,FDP1,80万吨/年全密度聚乙烯装置,FDPE装置,3,144,装置由宁波腾大邦源科技设计。装置采用华北宏骏信息技术公司的UNIPOL气相流化床聚乙烯生产工艺，设计两条生产线，设计规模2×40万吨/年，年操作时数为8000小时，操作弹性50～110%。由原料精制、聚合、脱气回收、挤压造粒、风送等系统组成。装置以乙烯为主要原料，丁烯-1或己烯-1为共聚单体，生产线性低密度和中、高密度聚乙烯颗粒树脂，涵盖膜料、注塑、中空、拉丝、管材等应用领域。,80,8000,0,\N,1,1,\N,390,\N,\N,\N,\N,\N,208,610
177,10040,PPU1,50万吨/年聚丙烯Ⅰ套装置,PP装置Ⅰ,3,145,"南京星森科信息技术聚丙烯装置I引进杭州鹏腾创达实业公司（Grace）的UNIPOL气相流化床聚合工艺专利技术。装置由西北锐越创新科技有限公司EPC总承包，西北瑞信创实业有限责任公司施工。2020年9月7日现场正式开工建设，计划2022年2月中交，2022年6月投料试车。
装置年设计生产能力50万吨，每小时产量62.5t，操作时间每年8000小时，操作弹性60-110%。主要原料丙烯有两个来源，120万吨乙烯装置及110万气体分馏装置，大约以60wt%:40wt%的比例在本装置内汇合。主要产品包括均聚、无规共聚和抗冲共聚三种类型聚丙烯本色颗粒料，共计153产品牌号，其中均聚牌号为 57 个，无规共聚牌号为42 个，抗冲共聚牌号为54个。",50,8000,0,\N,1,1,\N,400,\N,\N,\N,\N,\N,208,610
178,10041,PPU2,20万吨/年聚丙烯Ⅱ套装置,PP装置Ⅱ,3,146,"南京星森科信息技术20万吨/年聚丙烯装置Ⅱ由一条聚合生产线，挤压造粒线组成。采用华北宏骏信息技术公司的 Horizone 气相法聚丙烯技术，挤压造粒机组为华北宏骏信息技术公司(JSW)的CMP308机型。装置采用E+PC模式施工建设，装置由北京出海(SEI)负责基础设计和详细设计，****公司采购施工。2021年**月**日开工建设，计划2023年**月中交，2023年**月投料试车。
装置年设计生产能力20万吨，每小时产量25t，操作时间每年8000小时，操作弹性60-110%。主要原料为丙烯、乙烯，来源于上游120万吨/年乙烯装置。主要产品包括均聚、无规共聚、抗冲共聚和NEWCON系列（R-TPO）的聚丙烯本色粒料产品，共计55产品牌号，其中均聚牌号为19个，无规共聚牌号为4个，抗冲共聚牌号23个，NEWCON系列牌号为9个。",20,8000,0,\N,1,1,\N,410,\N,\N,\N,\N,\N,208,610
179,10042,HYU1,47万标立方/小时石油焦制氢装置,石油焦制氢装置,3,147,石油焦制氢装置以炼油区延迟焦化装置送来的石油焦和码头煤圆形料场送来的煤为原料，以空分装置送来的高压氧气为气化剂，通过水焦/煤浆气化制备粗合成气；粗合成气经变换和净化后，最终生产氢气和燃料气产品。氢气产品送至工厂高压氢气管网，燃料气产品送至工厂燃料气管网。,224,8400,0,\N,1,1,\N,420,\N,\N,\N,\N,\N,208,613
