NODE_ID,NODE_ALIAS,UNIT_ID
"450","加裂燃料气消耗线","152"
"451","加裂减压中质蜡油冷进料线","152"
"452","加裂减压中质蜡油热进料线","152"
"453","加裂轻石脑油出料线","152"
"454","加裂重石脑油去罐区出料线","152"
"455","加裂重石脑油去重整出料线","152"
"456","加裂精制航煤出料线","152"
"457","加裂柴油出料线","152"
"458","加裂加氢尾油去罐区出料线","152"
"459","加裂加氢尾油去重污油出料线","152"
"460","加裂液化气出料线","152"
"461","加裂含硫干气出料线","152"
"462","加裂低分气出料线","152"
"463","加裂轻污油出料线","152"
"464","加裂重污油出料线","152"
"465","加裂凝缩油出料线","152"
"466","焦化石脑油加氢氢气进料线","153"
"467","焦化石脑油加氢燃料气消耗线","153"
"468","焦化石脑油加氢热石脑油进料线","153"
"469","焦化石脑油加氢冷石脑油进料线","153"
"470","焦化石脑油加氢酸性气出料线","153"
"471","焦化石脑油加氢精制石脑油出料线","153"
"472","焦化石脑油加氢轻石脑油出料线","153"
"473","焦化石脑油加氢轻污油出料线","153"
"474","正异构分离混合石脑油进料线","154"
"475","正异构分离柴Ⅰ来轻石脑油进料线","154"
"476","正异构分离罐区来轻石脑油进料线","154"
"477","正异构分离异戊烷油出料线","154"
"478","正异构分离轻石脑油出料线","154"
"479","氢气回收加氢低分气进料线","155"
"480","氢气回收加氢贫胺液进料线","155"
"481","氢气回收乙烯富氢气进料线","155"
"482","氢气回收芳烃联合富氢轻质气进料线","155"
"483","氢气回收重整氢气进料线","155"
"484","氢气回收产品氢出料线","155"
"485","氢气回收PSA解吸气至低压火炬出料线","155"
"486","氢气回收PSA解吸气至轻烃回收出料线","155"
"487","氢气回收富胺液出料线","155"
"488","氢气回收轻污油出料线","155"
"489","连续重整Ⅰ精制石脑油进料线","156"
"490","连续重整Ⅰ补充氢气进料线","156"
"491","连续重整Ⅰ燃料气消耗线","156"
"492","连续重整Ⅰ液化气出料线","156"
"493","连续重整Ⅰ戊烷油出料线","156"
"494","连续重整Ⅰ重整生成油出料线","156"
"495","连续重整Ⅰ轻污油出料线","156"
"496","连续重整Ⅰ重整氢气出料线","156"
"497","连续重整Ⅱ精制石脑油进料线","157"
"498","连续重整Ⅱ氢气进料线","157"
"499","连续重整Ⅱ燃料气消耗线","157"
"500","连续重整Ⅱ戊烷油出料线","157"
"501","连续重整Ⅱ氢气出料线","157"
"502","连续重整Ⅱ液化气出料线","157"
"503","连续重整Ⅱ重整生成油出料线","157"
"504","连续重整Ⅱ轻污油出料线","157"
"505","石脑油加氢石脑油进料线","158"
"506","石脑油加氢氢气进料线","158"
"507","石脑油加氢精制石脑油进料线","158"
"508","石脑油加氢燃料气消耗线","158"
"509","石脑油加氢精制轻石脑油出料线","158"
"510","石脑油加氢精制重石脑油出料线","158"
"511","石脑油加氢含硫燃料气出料线","158"
"512","石脑油加氢含硫轻烃出料线","158"
"513","石脑油加氢轻污油出料线","158"
"514","芳烃联合重整生成油自装置进料线","159"
"515","芳烃联合重整生成油自油罐进料线","159"
"516","芳烃联合裂解加氢汽油进料线","159"
"517","芳烃联合苯/甲苯进料线","159"
"518","芳烃联合氢气进料线","159"
"519","芳烃联合燃料气消耗线","159"
"520","芳烃联合对二甲苯出料线","159"
"521","芳烃联合苯产品出料线","159"
"522","芳烃联合粗甲苯出料线","159"
"523","芳烃联合抽余油出料线","159"
"524","芳烃联合重芳烃出料线","159"
"525","芳烃联合富氢轻质气出料线","159"
"526","芳烃联合富乙烷轻质气出料线","159"
"527","芳烃联合中间料抽提原料进料线","159"
"528","芳烃联合中间料BT原料进料线","159"
"529","芳烃联合中间料混合C8+进料线","159"
"530","芳烃联合中间料歧化原料进料线","159"
"531","芳烃联合中间料轻重整油出料线","159"
"532","芳烃联合中间料抽出油出料线","159"
"533","芳烃联合中间料混合退料出料线","159"
"534","芳烃联合轻污油出料线","159"
"535","硫磺Ⅰ清洁酸性气进料线","160"
"536","硫磺Ⅰ含氨酸性气进料线","160"
"537","硫磺Ⅰ不含氨酸性气进料线","160"
"538","硫磺Ⅰ脱硫醇尾气进料线","160"
"539","硫磺Ⅰ氢气进料线","160"
"540","硫磺Ⅰ碱液进料线","160"
"541","硫磺Ⅰ燃料气消耗线","160"
"542","硫磺Ⅰ氧气进料线","160"
"543","硫磺Ⅰ液硫出料线","160"
"544","硫磺Ⅰ酸性气出料线","160"
"545","硫磺Ⅱ清洁酸性气进料线","161"
"546","硫磺Ⅱ含氨酸性气进料线","161"
"547","硫磺Ⅱ不含氨酸性气进料线","161"
"548","硫磺Ⅱ脱硫醇尾气进料线","161"
"549","硫磺Ⅱ氢气进料线","161"
"550","硫磺Ⅱ燃料气消耗线","161"
"551","硫磺Ⅱ氧气进料线","161"
"552","硫磺Ⅱ液硫出料线","161"
"553","硫磺Ⅲ清洁酸性气进料线","162"
"554","硫磺Ⅲ含氨酸性气进料线","162"
"555","硫磺Ⅲ不含氨酸性气进料线","162"
"556","硫磺Ⅲ氢气进料线","162"
"557","硫磺Ⅲ碱液进料线","162"
"558","硫磺Ⅲ液硫出料线","162"
"559","硫磺Ⅲ燃料气消耗线","162"
"560","硫磺Ⅲ氧气进料线","162"
"561","硫磺Ⅲ酸性气出料线","162"
"562","硫磺Ⅳ清洁酸性气进料线","163"
"563","硫磺Ⅳ含氨酸性气进料线","163"
"564","硫磺Ⅳ不含氨酸性气进料线","163"
"565","硫磺Ⅳ氢气进料线","163"
"566","硫磺Ⅳ燃料气消耗线","163"
"567","硫磺Ⅳ氧气进料线","163"
"568","硫磺Ⅳ液硫出料线","163"
"569","硫磺Ⅴ清洁酸性气进料线","164"
"570","硫磺Ⅴ含氨酸性气进料线","164"
"571","硫磺Ⅴ不含氨酸性气进料线","164"
"572","硫磺Ⅴ氢气进料线","164"
"573","硫磺Ⅴ燃料气消耗线","164"
"574","硫磺Ⅴ氧气进料线","164"
"575","硫磺Ⅴ液硫出料线","164"
"576","非加氢酸性水汽提焦化酸性水进料线","165"
"577","非加氢酸性水汽提20%碱液进料线","165"
"578","非加氢酸性水汽提非加氢酸性水进料线","165"
"579","非加氢酸性水汽提含氨酸性气出料线Ⅱ","165"
"580","非加氢酸性水汽提焦化净化水出料线","165"
"581","非加氢酸性水汽提非加氢净化水出料线","165"
"582","加氢酸性水汽提加氢酸性水进料线","166"
"583","加氢酸性水汽提20%碱液进料线","166"
"584","加氢酸性水汽提含氨酸性气出料线","166"
"585","加氢酸性水汽提加氢净化水出料线","166"
"586","加氢溶剂再生富胺液进料线","168"
"587","加氢溶剂再生清洁酸性气出料线","168"
"588","加氢溶剂再生贫胺液出料线","168"
"589","非加氢溶剂再生非加氢富胺液进料线","167"
"590","非加氢溶剂再生焦化富胺液进料线","167"
"591","非加氢溶剂再生清洁酸性气出料线A","167"
"592","非加氢溶剂再生非加氢贫胺液出料线","167"
"593","非加氢溶剂再生装置焦化贫胺液出料线","167"
"594","硫磺成型与包装仓库液硫进料线","169"
"595","硫磺成型与包装仓库硫磺出料线","169"
"596","硫磺成型与包装仓库散装硫磺出料线","169"
"597","丁二烯装置裂解碳四进料线","170"
"598","丁二烯装置氢气进料线","170"
"599","丁二烯装置丁二烯出料线","170"
"600","丁二烯装置抽余碳四出料线","170"
"601","丁二烯装置加氢碳四出料线","170"
"602","丁二烯装置丙炔气出料线","170"
"603","MTBE装置抽余碳四进料线","171"
"604","MTBE装置甲醇进料线","171"
"605","MTBE装置氢气进料线","171"
"606","MTBE装置MTBE出料线","171"
"607","MTBE装置混合碳四出料线","171"
"608","MTBE装置丁烯-1出料线","171"
"609","苯乙烯装置乙烯进料线","172"
"610","苯乙烯装置苯（中间料）进料线","172"
"611","苯乙烯装置乙苯进料线","172"
"612","苯乙烯装置脱氢液进料线","172"
"613","苯乙烯装置脱氢尾气消耗线","172"
"614","苯乙烯装置乙苯出料线","172"
"615","苯乙烯装置脱氢液出料线","172"
"616","苯乙烯装置苯/甲苯出料线","172"
"617","苯乙烯装置苯乙烯出料线","172"
"618","苯乙烯装置苯乙烯焦油出料线","172"
"619","苯乙烯装置脱氢尾气出料线","172"
"620","乙烯装置加氢轻石脑油进料线","173"
"621","乙烯装置混合石脑油进料线","173"
"622","乙烯装置丙烷进料线","173"
"623","乙烯装置液化气进料线","173"
"624","乙烯装置富乙烷气进料线","173"
"625","乙烯装置乙烯挥发气进料线","173"
"626","乙烯装置乙烯富甲烷气自产消耗线","173"
"627","乙烯装置碳九及重组分进料线","173"
"628","乙烯装置富乙烯气进料线","173"
"629","乙烯装置重芳烃进料线","173"
"630","乙烯装置加氢碳四进料线","173"
"631","乙烯装置丙炔气进料线","173"
"632","乙烯装置膜回收乙烯进料线","173"
"633","乙烯装置乙烯尾气进料线","173"
"634","乙烯装置脱气塔排放气进料线","173"
"635","乙烯装置丙烷自聚丙烯装置进料线","173"
"636","乙烯装置丙烯气相排放进料线","173"
"637","乙烯装置丙烯液相排放进料线","173"
"638","乙烯装置燃料气出料线","173"
"639","乙烯装置液相乙烯出料线","173"
"640","乙烯装置气相乙烯出料线","173"
"641","乙烯装置丙烯出料线","173"
"642","乙烯装置乙烯富氢气出料线","173"
"643","乙烯装置裂解汽油出料线","173"
"644","乙烯装置裂解燃料油出料线","173"
"645","乙烯装置裂解碳四出料线","173"
"646","乙烯装置氢气去汽油加氢出料线","173"
"647","裂解汽油加氢装置粗裂解汽油进料线","174"
"648","裂解汽油加氢装置氢气进料线","174"
"649","裂解汽油加氢装置裂解碳五出料线","174"
"650","裂解汽油加氢装置碳九及重组分出料线","174"
"651","裂解汽油加氢装置加氢汽油出料线","174"
"652","HDPE乙烯进料线","175"
"653","HDPE丁烯-1进料线","175"
"654","HDPE氢气进料线","175"
"655","HDPE尾气返回出料线","175"
"656","HDPE粒料出料线","175"
"657","HDPE液蜡或固蜡出厂出料线","175"
"658","FDPE乙烯进料线","176"
"659","FDPE丁烯-1进料线","176"
"660","FDPE己烯-1进料线","176"
"661","FDPE氢气进料线","176"
"662","FDPE粒料挤压机（一、二总线）出料线","176"
"663","FDPE粒料挤压机二线出料线","176"
"664","FDPE膜回收乙烯出料线","176"
"665","FDPE乙烯出料线","176"
"666","PPⅠ乙烯进料线","177"
"667","PPⅠ氢气进料线","177"
"668","PPⅠ丙烯进料线","177"
"669","PPⅠ聚丙烯粉料出料线","177"
"670","PPⅠ聚丙烯丙烷出料线","177"
"671","PPⅠ脱气塔排放气出料线","177"
"672","PPⅠ氢气出料线","177"
"673","PPⅡ聚丙烯粒料出料线","178"
"674","PPⅡ乙烯进料线","178"
"675","PPⅡ氢气进料线","178"
"676","PPⅡ丙烯进料线","178"
"677","PPⅡ丙烯气相排放出料线","178"
"678","PPⅡ丙烯液相排放出料线","178"
"679","石油焦制氢高压氧气进料线","179"
"680","石油焦制氢煤焦进料线","179"
"681","石油焦制氢燃料气出料线","179"
"682","石油焦制氢POX解吸气出料线","179"
"683","石油焦制氢氢气出料线","179"
"684","石油焦制氢含氨酸性气出料线","179"
"685","石油焦制氢不含氨酸性气出料线","179"
"686","石油焦制氢石油焦粗渣出料线","179"
"687","石油焦制氢石油焦细渣出料线","179"
"688","石油焦制氢二氧化碳出料线","179"
"689","空分装置高压氧气出料线","180"
"690","空分装置液氧出料线","180"
"691","空分装置液氮出料线","180"
"692","空分装置液氩出料线","180"
"693","乙烯装置抽余油进料线","173"
"694","延迟焦化Ⅰ脱硫醇尾气出料线","140"
"695","延迟焦化Ⅱ脱硫醇尾气出料线","141"
"697","聚丙烯Ⅰ包装装置粉料粒料进料线","185"
"698","聚丙烯Ⅱ包装装置粒料进料线","186"
"699","HDPE包装装置粒料进料线","183"
"700","FDPE包装装置粒料总进料线","184"
"701","空分装置低压氧气出料线","180"
"702","常减压Ⅱ开工柴油进料线","139"
"703","常减压Ⅱ开工石脑油进料线","139"
"704","常减压Ⅱ轻污油出料线","139"
"705","常减压Ⅱ重污油出料线","139"
"706","FDPE异戊烷进料线","176"
"707","延迟焦化Ⅰ硫化氢虚拟出料线","140"
"708","延迟焦化Ⅱ硫化氢虚拟出料线","141"
"709","轻烃分离硫化氢虚拟出料线","142"
"710","氢气回收硫化氢虚拟出料线","155"
"711","石油焦制氢石油焦进料线","179"
"712","石油焦制氢煤进料线","179"
"713","石油焦制氢解吸气出料线","179"
"714","硫磺Ⅴ酸性气总进料线","164"
"715","硫磺Ⅰ酸性气总进料线","160"
"716","非加氢酸性水汽提含氨酸性气出料线Ⅰ","165"
"717","非加氢溶剂再生清洁酸性气出料线B","167"
"718","乙烯装置调质油进料线","173"
"719","硫磺Ⅲ酸性气总进料线","162"
"720","硫磺Ⅱ酸性气总进料线","161"
"721","硫磺Ⅳ酸性气总进料线","163"
"722","蜡油加氢硫化氢虚拟出料线","144"
"723","加氢裂化硫化氢虚拟出料线","152"
"724","柴油加氢Ⅰ硫化氢虚拟出料线","149"
"725","柴油加氢Ⅱ硫化氢虚拟出料线","150"
"726","硫磺Ⅰ液硫去罐区量(虚拟)","160"
"727","液硫出罐区量(虚拟)","160"
"728","硫磺Ⅱ液硫去罐区量(虚拟)","161"
"729","硫磺Ⅲ液硫去罐区量(虚拟)","162"
"730","硫磺Ⅳ液硫去罐区量(虚拟)","163"
"731","硫磺Ⅴ液硫去罐区量(虚拟)","164"
"732","非加氢溶剂再生装置清洁酸性气去吉化ABS出料线","167"
"735","乙烯装置20PP排出丙烷气进料线","173"
"737","乙烯装置50PP脱气塔排出气进料线","173"
"739","乙烯装置加氢C4进料线","173"
"740"," 延迟焦化Ⅰ不合格液化气进料线","140"
"741"," 延迟焦化Ⅱ不合格液化气进料线","141"
"742","芳烃联合装置吸附解吸剂进料线","159"
"743","芳烃联合富乙烷轻质气去装置内部","159"
"744","芳烃联合异构化富氢气出料线","159"
"745","汽油调和装置进料线","216"
"746","汽油调和装置出料线","216"
"747","催化裂化混合C9进料线","145"
"748","裂解汽油加氢装置氢气出料线","174"
"749","乙烯装置汽油加氢氢气返回线","173"
"750","乙烯装置不合格乙烯回炼线","173"
"751","乙烯装置BOG进料线","173"
"752","裂解汽油加氢装置洗油出料线","174"
"753","催化裂化粗石脑油回炼进料线","145"
"754","蜡油加氢装置开工柴油进料线","144"
"755","连续重整Ⅰ燃料气出料线","156"
"756","连续重整Ⅱ燃料气出料线","157"
"757","加裂冲洗油进料线","152"
"758","烷基化轻污油出料线","148"
