MTRL_ID,MTRL_ALIAS,UPPER_ID
"429","富氢气体","425"
"430","芳烃联合含氢气体","429"
"431","连续重整富氢气","429"
"432","重整氢气","429"
"433","加裂低分气","429"
"434","蜡油低分气","429"
"435","加氢低分气","429"
"436","柴油加氢低分气","429"
"437","乙烯富氢气","429"
"438","天然气","323"
"439","酸性水","323"
"440","加氢酸性水","439"
"441","非加氢酸性水","439"
"442","焦化酸性水","439"
"443","酸性气","323"
"444","含氨酸性气","443"
"445","不含氨酸性气","443"
"446","清洁酸性气","443"
"447","硫磺酸性气","443"
"448","烃类","323"
"449","气分乙烷","448"
"450","气分丙烷","448"
"451","循环丙烷","448"
"452","气分丙烯","448"
"453","聚丙烯丙烷","448"
"454","轻烃分离丙烷","448"
"455","轻烃分离正丁烷","448"
"456","异丁烷","448"
"457","催化/焦化抽出轻烃","448"
"458","加氢/PSA抽出轻烃","448"
"459","催化/焦化富乙烷气","448"
"460","加氢/PSA富乙烷气","448"
"461","催化/焦化富乙烯气","448"
"462","烷基化丙烷","448"
"463","烷基化正丁烷","448"
"464","其它半产品","323"
"465","废氢","464"
"466","柴油加氢汽提塔顶液","464"
"467","柴油加氢分馏塔顶液","464"
"468","加氢裂化脱丁烷塔顶液","464"
"469","汽提塔顶液","464"
"470","分馏塔顶液","464"
"471","苯乙烯脱氢尾气","464"
"472","催化脱硫醇尾气","464"
"473","焦化脱硫醇尾气","464"
"474","催化焦炭","464"
"475","加氢富胺液","464"
"476","非加氢富胺液","464"
"477","焦化富胺液","464"
"478","加氢贫胺液","464"
"479","非加氢贫胺液","464"
"480","焦化贫胺液","464"
"481","液硫","464"
"482","苯(中间料）","464"
"483","C9-C10芳烃","464"
"484","混合退料","464"
"485","混合C8+","464"
"486","抽提原料","464"
"487","重芳烃","464"
"488","环丁砜","464"
"489","重整生成油","464"
"490","戊烷油","464"
"491","含硫轻烃","464"
"492","高压氧气","464"
"493","低压氧气","464"
"494","炼油小产品","2"
"495","固体硫磺","494"
"496","苯(产品）","494"
"497","液氧","494"
"498","液氩","494"
"499","液氮","494"
"500","炼油其它产品","2"
"501","合成树脂","3"
"502","聚乙烯","501"
"503","高密度聚乙烯","502"
"504","(HDPE)5300B","507"
"505","线性低密度聚乙烯","502"
"506","(LLDPE)5300M","508"
"507","高密度聚乙烯粒料","503"
"508","线性低密度聚乙烯粒料","505"
"509","高密度聚乙烯树脂大饼料协议品","507"
"510","线性低密度聚乙烯树脂大饼料协议品","508"
"511","聚丙烯","501"
"512","聚丙烯粒料","511"
"513","聚丙烯粉料","511"
"514","聚丙烯树脂大饼料协议品","512"
"515","(PP)C500","512"
"516","合成橡胶","3"
"517","ABS产品","516"
"518","合成纤维及加工品","3"
"519","合纤维原料及聚合物","3"
"520","聚丙烯(抗冲）","519"
"521","聚丙烯(均聚）","519"
"522","聚丙烯(无归）","519"
"523","化学肥料","3"
"524","有机化学品","3"
"525","苯乙烯","524"
"526","氢氰酸","524"
"527","乙腈","524"
"528","废乙腈","524"
"529","MMA","524"
"530","MTBE","524"
"531","苯/甲苯","524"
"532","乙苯","524"
"533","裂解碳四","524"
"534","抽余碳四","524"
"535","混合碳四","524"
"536","加氢碳四","524"
"537","烯烃","524"
"538","乙烯","537"
"539","液相乙烯","538"
"540","气相乙烯","538"
"541","丙烯（炼油）","537"
"542","丙烯（化工）","541"
"543","气相丙烯","541"
"544","丙炔气","524"
"545","乙烯挥发气","524"
"546","苯乙烯焦油","524"
"547","脱氢液","524"
"548","脱气塔排放气","524"
"549","无机化学品","3"
"550","化工其它产品","3"
"551","低分子蜡","550"
"552","乙烯焦油","550"
"553","裂解碳五","550"
"554","碳九及重组分","550"
"555","原油","1"
"556","混合原油","555"
"557","进口原油","555"
"558","Merey16原油","557"
"559","巴士拉中质原油","557"
"560","巴士拉重质原油","557"
"561","乍得DOBA","557"
"562","伊朗Bahregan","557"
"563","伊朗Soroosh","557"
"564","伊朗Nowrooz","557"
"565","冷湖","557"
"566","厄瓜多尔napo","557"
"567","国产原油","555"
"568","外购原料油","1"
"569","外购天然气","1"
"570","油田轻烃及液化气","1"
"571","外购原料","1"
"572","甲醇","571"
"573","异戊烷","571"
"574","精制液氨","571"
"575","外购丙酮","571"
"576","己烷","571"
"577","己烯-1","571"
"578","原料煤","571"
"579","其它添加剂","571"
"580","水","571"
"581","硫酸","464"
"582","碱液","464"
"583","二氧化碳","464"
"584","非加氢净化水","464"
"585","加氢净化水","464"
"586","焦化净化水","464"
"587","歧化原料","464"
"588","-10#国VI柴油","308"
"589","0#出口柴油","310"
"590","多波DobaBlend","557"
"591","波河北BowRiverNorth","557"
"592","阿尔巴alba","557"
"593","弗雷德","557"
"594","玛雅","557"
"595","马里姆","557"
"596","卡斯蒂娜","557"
"597","拿破NAPO","557"
"598","白玫瑰","557"
"599","马里姆marlimlight","557"
"600","波河bowriver","557"
"601","科威特Kuwait","557"
"602","图皮(卢拉)","557"
"603","沙重","557"
"604","沙中","557"
"605","达利亚","557"
"606","达尔DarBlend","557"
"607","杰诺Djeno","557"
"608","阿尔沙欣","557"
"609","迪拜Dubai","557"
"610","阿曼Oman","557"
"611","玛氏","557"
"612","安纳科-委内瑞拉","557"
"613","-20#国VI柴油","308"
"614","-35#国VI柴油","308"
"615","石脑油(产品）","2"
"616","92#国VI乙醇汽油","298"
"617","95#国VI乙醇汽油","298"
"618","98#国VI乙醇汽油","298"
"619","润滑油基础油","296"
"620","轻质船用燃料油(DMA）","316"
"621","丁二烯(ABS互供料）","524"
"622","聚乙烯蜡","550"
"623","苯乙烯(ABS互供料）","524"
"624","丁烯-1","571"
"625","丁二烯","524"
"626","丁烯-1(外购)","571"
"627","(HDPE)ACP 9255","507"
"628","(HDPE)ACP 9254","507"
"629","(HDPE)ACP 5831 D","507"
"630","(HDPE)ACP 5531 B","507"
"631","(HDPE)23050","507"
"632","(HDPE)CRP 100 black MB","507"
"633","(HDPE)HS5331H","507"
"634","(HDPE)HS GC 7260","507"
"635","(HDPE)GF7750M2","507"
"636","(HDPE)DMDA-8008","507"
"637","(HDPE)DGDZ-6095","507"
"638","(HDPE)DMDA-6200","507"
"639","(HDPE)DGDA-6094","507"
"640","(HDPE)DMDX-6147","507"
"641","(HDPE)DMDC-6400","507"
"642","(HDPE)DGDX-6095","507"
"643","(HDPE)DGDZ-2400","507"
"644","(LLDPE)DNDA-8320","508"
"645","(LLDPE)DFDA-7042N","508"
"646","(LLDPE)DFDA-7042","508"
"647","(LLDPE)DFDC-7050","508"
"648","(LLDPE)HS-7028","508"
"649","(LLDPE)DFDA-7047","508"
"650","(LLDPE)HPR1018HA","508"
"651","(LLDPE)EZP20-10HH","508"
"652","(PP)K1111","512"
"653","(PP)K1015","512"
"654","(PP)K1020","512"
"655","(PP)K1040","512"
"656","(PP)FL100A","512"
"657","(PP)FL203D","512"
"658","(PP)FL1105F","512"
"659","(PP)S1004","512"
"660","(PP)S1000N","512"
"661","(PP)S1000","512"
"662","(PP)S1002D","512"
"663","(PP)S1000W","512"
"664","(PP)S1002","512"
"665","(PP)S1003","512"
"666","(PP)S1012","512"
"667","(PP)S1516","512"
"668","(PP)S1060A","512"
"669","(PP)S1075A","512"
"670","(PP)K4830BD","512"
"671","(PP)K4830BDS","512"
"672","(PP)F4009","512"
"673","(PP)F4108","512"
"674","(PP)K7003","512"
"675","(PP)K7009","512"
"676","(PP)K7025","512"
"677","(PP)K7045","512"
"678","(PP)K7265","512"
"679","(PP)K8309","512"
"680","(PP)K8003","512"
"681","(PP)K8203","512"
"682","(PP)K8009","512"
"683","(PP)K8025","512"
"684","(PP)K8230S","512"
"685","(PP)K7930","512"
"686","(PP)K7930S","512"
"687","(PP)K7940","512"
"688","(PP)K7950","512"
"689","(PP)K7810D","512"
"690","(PP)K7810V","512"
"691","(PP)K7810S","512"
"692","(PP)K7510","512"
"693","(PP)K7705","512"
"694","(PP)K7705S","512"
"695","(PP)K7705W","512"
"696","(PP)B7001","512"
"697","(PP)NAX9","512"
"698","(PP)NAX6","512"
"699","(PP)NAC5C","512"
"700","(PP)NAC4","512"
"701","(PP)NAR6","512"
"702","(PP)NAR3","512"
"703","(PP)NBC02","512"
"704","(PP)NBX05WS","512"
"705","(PP)NBC03HRA","512"
"706","(PP)L5E89","512"
"707","(PP)L5D98","512"
"708","(PP)GH12M","512"
"709","(PP)GH25S","512"
"710","(PP)GH40S","512"
"711","(PP)GH60M","512"
"712","(PP)GC02M","512"
"713","(PP)GC08M","512"
"714","(PP)GR20M","512"
"715","抽出轻烃","448"
"716","C8+芳烃","464"
"717","抽提产芳烃（C6-C7）","464"
"718","Oriente 原油","557"
"719","沙轻原油","557"
"720","KHAFJI哈夫吉原油","557"
"721","上扎库姆","557"
"722","埃斯坡","557"
"723","巴士拉轻","557"
"724","丙烯（开工料）","571"
"725","奥瑞","557"
"726","硫磺","494"
"727","(LLDPE)HPR3518CB","508"
"728","丙烯","537"
"729","0#国VI柴油","308"
"730","3号喷气燃料","311"
"731","3号喷气燃料（军用）","730"
"732","3号喷气燃料(出口)","730"
"733","3号喷气燃料（民用）","730"
"734","硫化氢","323"
"735","调质油","550"
"736","乙烯（不合格）","537"
"737","丙烯(炼油不合格)","537"
"738","混合二甲苯","2"
"739","高密度粒料","507"
"740","低密度粒料","508"
"741","聚丙粒料","512"
"742","船燃半成品","316"
"743","乙烯焦油(合格品)","552"
"744","分馏塔顶气","405"
"745","稳定塔顶气","443"
"746","丙烷气","448"
"747","对二甲苯(待检)","295"
"748","航煤半成品","311"
"749","航空煤油","311"
"750","线性低密度聚乙烯树脂DNDA-8320协议品(25kg/袋)","508"
"751","高密度聚乙烯树脂HSGC7260合格品","507"
"752","(HDPE)ACP 9254粒料(60袋(1.5t)/托盘)合格品","507"
"753","(HDPE)ACP5831D粒料合格品","507"
"754","(HDPE)ACP5831D粒料(散装)合格品","507"
"755","(HDPE)ACP5831D粒料(60袋(1.5t)/托盘)合格品","507"
"756","(HDPE)ACP5531B粒料合格品","507"
"757","(HDPE)ACP5531B粒料(散装)合格品","507"
"758","(HDPE)ACP 5531B粒料(25kg/袋)合格品","507"
"759","(HDPE)ACP5531B粒料(60袋(1.5t)/托盘)合格品","507"
"760","(HDPE)23050粒料合格品","507"
"761","(HDPE)23050粒料(散装)合格品","507"
"762","(HDPE)23050粒料(60袋(1.5t)/托盘)合格品","507"
"763","(HDPE)CRP100blackMB粒料合格品","507"
"764","(HDPE)CRP100blackMB粒料(散装)合格品","507"
"765","(HDPE)CRP100blackMB粒料(60袋(1.5t)/托盘)合格品","507"
"766","(HDPE)HS5331H粒料合格品","507"
"767","(HDPE)HS5331H粒料(散装)合格品","507"
"768","(HDPE)HS5331H粒料(25kg/袋)合格品","507"
"769","(HDPE)HS5331H粒料(60袋(1.5t)/托盘)合格品","507"
"770","(HDPE)HSGC7260粒料合格品","507"
"771","(HDPE)HSGC7260粒料(散装)合格品","507"
"772","(HDPE)GF7750M2粒料粒料合格品","507"
"773","(HDPE)GF7750M2粒料粒料(散装)合格品","507"
"774","(HDPE)GF7750M2粒料(25kg/袋)合格品","507"
"775","(HDPE)GF7750M2粒料(60袋)1.5t)/托盘)合格品","507"
"776","(HDPE)DMDA-8008粒料合格品","507"
"777","(HDPE)DMDA-8008粒料(散装)合格品","507"
"778","(HDPE)DMDA-8008粒料(60袋)1.5t)/托盘)合格品","507"
"779","(HDPE)DGDZ-6095粒料合格品","507"
"780","(HDPE)DGDZ-6095粒料(散装)合格品","507"
"781","(HDPE)DGDZ-6095粒料(60袋)1.5t)/托盘)合格品","507"
"782","(HDPE)DMDA-6200粒料合格品","507"
"783","(HDPE)DMDA-6200粒料(散装)合格品","507"
"784","(HDPE)DMDA-6200粒料(60袋)1.5t)/托盘)合格品","507"
"785","(HDPE)DGDA-6094粒料合格品","507"
"786","(HDPE)DGDA-6094粒料(散装)合格品","507"
"787","(HDPE)DGDA-6094粒料(25kg/袋)合格品","507"
"788","(HDPE)DGDA-6094粒料(60袋)1.5t)/托盘)合格品","507"
"789","(HDPE)DMDX-6147粒料合格品","507"
"790","(HDPE)DMDX-6147粒料(散装)合格品","507"
"791","(HDPE)DMDX-6147粒料(25kg/袋)合格品","507"
"792","(HDPE)DMDX-6147粒料(60袋)1.5t)/托盘)合格品","507"
"793","(HDPE)DMDC-6400粒料合格品","507"
"794","(HDPE)DMDC-6400粒料(散装)合格品","507"
"795","(HDPE)DMDC-6400粒料(25kg/袋)合格品","507"
"796","(HDPE)DMDC-6400粒料60袋)1.5t)/托盘)合格品","507"
"797","(HDPE)DGDX-6095粒料合格品","507"
"798","(HDPE)DGDX-6095粒料(散装)合格品","507"
"799","(HDPE)DGDX-6095粒料(60袋)1.5t)/托盘)合格品","507"
"800","(HDPE)DGDZ-2400粒料合格品","507"
"801","(HDPE)DGDZ-2400粒料(散装)合格品","507"
"802","(HDPE)DGDZ-2400粒料(25kg/袋)合格品","507"
"803","(HDPE)DGDZ-2400粒料(60袋)1.5t)/托盘)合格品","507"
"804","(LLDPE)DNDA-8320粒料合格品","508"
"805","(LLDPE)DNDA-8320粒料(散装)合格品","508"
"806","(LLDPE)DNDA-8320粒料（60袋（1.5t）/托盘）合格品","508"
"807","(LLDPE)DFDA-7042N粒料合格品","508"
"808","(LLDPE)DFDA-7042N粒料(散装)合格品","508"
"809","(LLDPE)DFDA-7042N粒料（60袋（1.5t）/托盘）合格品","508"
"810","(LLDPE)DFDC-7050粒料合格品","508"
"811","(LLDPE)DFDC-7050粒料(散装)合格品","508"
"812","(LLDPE)DFDC-7050粒料(60袋(1.5t)/托盘)合格品","508"
"813","(LLDPE)HS-7028粒料合格品","508"
"814","(LLDPE)HS-7028粒料(散装)合格品","508"
"815","(LLDPE)HS-7028粒料(25kg/袋)合格品","508"
"816","(LLDPE)HS-7028粒料(60袋(1.5t)/托盘)合格品","508"
"817","(LLDPE)DFDA-7047粒料合格品","508"
"818","(LLDPE)DFDA-7047粒料(散装)合格品","508"
"819","(LLDPE)DFDA-7047粒料(60袋(1.5t)/托盘)合格品","508"
"820","(LLDPE)HPR-1018HA粒料合格品","508"
"821","(LLDPE)HPR-1018HA粒料(散装)合格品","508"
"822","(LLDPE)HPR-1018HA粒料(60袋(1.5t)/托盘)合格品","508"
"823","(LLDPE)EZP20-10HH粒料合格品","508"
"824","(LLDPE)EZP20-10HH粒料(散装)合格品","508"
"825","(LLDPE)EZP20-10HH粒料(25kg/袋)合格品","508"
"826","(LLDPE)EZP20-10HH粒料(60袋(1.5t)/托盘)合格品","508"
"827","(PP)K1111粒料合格品","512"
"828","(PP)K1015粒料合格品","512"
"829","(PP)K1020粒料合格品","512"
"830","(PP)K1040粒料合格品","512"
"831","(PP)FL100A粒料合格品","512"
"832","(PP)FL203D粒料合格品","512"
"833","(PP)FL1105F粒料合格品","512"
"834","(PP)S1004粒料合格品","512"
"835","(PP)S1000N粒料合格品","512"
"836","(PP)S1000粒料合格品","512"
"837","(PP)S1002D粒料合格品","512"
"838","(PP)S1000W粒料合格品","512"
"839","(PP)S1002粒料合格品","512"
"840","(PP)S1003粒料合格品","512"
"841","(PP)S1012粒料合格品","512"
"842","(PP)S1516粒料合格品","512"
"843","(PP)S1060A粒料合格品","512"
"844","(PP)S1075A粒料合格品","512"
"845","(PP)K4830BD粒料合格品","512"
"846","(PP)K4830BDS粒料合格品","512"
"847","(PP)F4009粒料合格品","512"
"848","(PP)F4108粒料合格品","512"
"849","(PP)K7003粒料合格品","512"
"850","(PP)K7009粒料合格品","512"
"851","(PP)K7025粒料合格品","512"
"852","(PP)K7045粒料合格品","512"
"853","(PP)K7265粒料合格品","512"
"854","(PP)K8309粒料合格品","512"
"855","(PP)K8003粒料合格品","512"
"856","(PP)K8203粒料合格品","512"
"857","(PP)K8009粒料合格品","512"
"858","(PP)K8025粒料合格品","512"
"859","(PP)K8230S粒料合格品","512"
"860","(PP)K7930粒料合格品","512"
"861","(PP)K7930S粒料合格品","512"
"862","(PP)K7940粒料合格品","512"
"863","(PP)K7950粒料合格品","512"
"864","(PP)K7810D粒料合格品","512"
"865","(PP)K7810V粒料合格品","512"
"866","(PP)K7810S粒料合格品","512"
"867","(PP)K7510粒料合格品","512"
"868","(PP)K7705粒料合格品","512"
"869","(PP)K7705S粒料合格品","512"
"870","(PP)K7705W粒料合格品","512"
"871","(PP)B7001粒料合格品","512"
"872","(PP)NAX9粒料合格品","512"
"873","(PP)NAX6粒料合格品","512"
"874","(PP)NAC5C粒料合格品","512"
"875","(PP)NAC4粒料合格品","512"
"876","(PP)NAR6粒料合格品","512"
"877","(PP)NAR3粒料合格品","512"
"878","(PP)NBC02粒料合格品","512"
"879","(PP)NBX05WS粒料合格品","512"
"880","(PP)NBC03HRA粒料合格品","512"
"881","(PP)GH60M粒料合格品","512"
"882","聚丙烯D-8007粒料","512"
"883","(PP)D-8007合格品","512"
"884","聚丙烯D-8109粒料","512"
"885","(PP)D-8109粒料合格品","512"
"886","聚丙烯D-8110粒料","512"
"887","聚丙烯D-8111粒料","512"
"888","聚丙烯D-8112粒料","512"
"889","聚丙烯D-8008粒料","512"
"890","聚丙烯D-8009粒料","512"
"891","聚丙烯D-8010粒料","512"
"892","聚丙烯D-8011粒料","512"
"893","聚丙烯D-8012粒料","512"
"894","聚丙烯D-8107粒料","512"
"895","聚丙烯D-8108粒料","512"
"896","(HDPE)DGDB-6097","507"
"897","(HDPE)DGDB-6097粒料（合格品）","507"
"898","(HDPE)DGDB-6097粒料（散装）合格品","507"
"899","(HDPE)DGDB-6097粒料(60袋(1.5t)/托盘)合格品","507"
"900","(HDPE)DMDZ-6149","507"
"901","(HDPE)DMDZ-6149粒料（合格品）","507"
"902","(HDPE)DMDZ-6149粒料(散装)合格品","507"
"903","(HDPE)DMDZ-6149粒料(60袋(1.5t)/托盘)合格品","507"
"904","(PP)D-8110粒料合格品","512"
"905","(PP)D-8111粒料合格品","512"
"906","(PP)D-8112粒料合格品","512"
"907","(PP)D-8008粒料合格品","512"
"908","(PP)D-8009粒料合格品","512"
"909","(PP)D-8010粒料合格品","512"
"910","(PP)D-8011粒料合格品","512"
"911","(PP)D-8012粒料合格品","512"
"912","(PP)D-8107粒料合格品","512"
"913","(PP)D-8108粒料合格品","512"
"914","(LLDPE)DFDA-7042N粒料优等品","508"
"915","(LLDPE)DFDA-7042N粒料（25kg/袋）优等品","508"
"916","(LLDPE)DFDA-7042粒料(25kg/袋)合格品","508"
"917","(LLDPE)DFDA-7042N粒料（25kg/袋）合格品","508"
"918","(LLDPE)DFDA-7042N粒料协议品","508"
"919","(LLDPE)DFDA-7042N粒料（25kg/袋）协议品","508"
"920","(LLDPE)DFDA-7042粒料优等品","508"
"921","(LLDPE)DFDA-7042粒料（25kg/袋）优等品","508"
"922","(LLDPE)DFDA-7042粒料协议品","508"
"923","(LLDPE)DFDA-7042粒料（25kg/袋）协议品","508"
"924","(LLDPE)DFDA-7042粒料(60袋(1.5t)/托盘)合格品","508"
"925","(LLDPE)DFDA-7042粒料(散装)合格品","508"
"926","(LLDPE)DFDA-7042粒料合格品","508"
"927","(LLDPE)DFDA-7050粒料优等品","508"
"928","(LLDPE)DFDA-7050粒料协议品","508"
"929","(LLDPE)DFDA-7047粒料优等品","508"
"930","(LLDPE)DFDA-7047粒料协议品","508"
"931","(LLDPE)DFDA-7047粒料（25kg/袋）合格品","508"
"932","(LLDPE)DFDA-7047粒料（25kg/袋）优等品","508"
"933","(LLDPE)DFDA-7047粒料（25kg/袋）协议品","508"
"934","(LLDPE)DFDA-8320粒料优等品","508"
"935","(LLDPE)DFDA-8320粒料协议品","508"
"936","线性低密度聚乙烯树脂过渡料协议品","508"
"937","线性低密度聚乙烯树脂开车料协议品25kg/袋","508"
"938","线性低密度聚乙烯树脂粒料协议品","508"
"939","线性低密度聚乙烯树脂落地粉料协议品","508"
"940","线性低密度聚乙烯树脂落地料协议品","508"
"941","线性低密度聚乙烯树脂水捞料协议品","508"
"942","线性低密度聚乙烯树脂停车料协议品25kg/袋","508"
"943","高密度聚乙烯树脂过渡料协议品","507"
"944","高密度聚乙烯树脂开车料(25kg/袋)协议品","507"
"945","高密度聚乙烯树脂粒料协议品","507"
"946","高密度聚乙烯树脂落地粉料协议品","507"
"947","高密度聚乙烯树脂落地料协议品","507"
"948","高密度聚乙烯树脂水捞料协议品","507"
"949","高密度聚乙烯树脂停车料(25kg/袋)协议品","507"
"950","聚丙烯树脂过渡料协议品","512"
"951","聚丙烯树脂开车料","512"
"952","聚丙烯树脂粒料协议品","512"
"953","聚丙烯树脂落地粉料协议品","512"
"954","聚丙烯树脂落地料协议品","512"
"955","聚丙烯树脂水捞料协议品","512"
"956","聚丙烯树脂停车料(25kg/袋)协议品","512"
"957","（HDPE）DMDA-8008(优等品）","507"
"958","（HDPE）DMDA-8008(协议品）","507"
"959","（HDPE）DMDA-8008(优等品,25kg/袋)","507"
"960","（HDPE）DMDA-8008(合格品,25kg/袋)","507"
"961","（HDPE）DMDA-8008(协议品,25kg/袋)","507"
"962","（HDPE）CRP100blackMB优等品","507"
"963","（HDPE）CRP100blackMB协议品","507"
"964","（HDPE）CRP100blackMB(25kg/袋)合格品","507"
"965","（HDPE）CRP100blackMB(25kg/袋)优等品","507"
"966","（HDPE）CRP100blackMB(25kg/袋)协议品","507"
"967","（HDPE）23050粒料优等品","507"
"968","（HDPE）23050粒料协议品","507"
"969","（HDPE）23050(25kg/袋)合格品","507"
"970","（HDPE）23050(25kg/袋)优等品","507"
"971","（HDPE）23050(25kg/袋)协议品","507"
"972","（HDPE）)HSGC7260优等品","507"
"973","（HDPE）HSGC7260协议品","507"
"974","（HDPE）HSGC7260(25kg/袋)优等品","507"
"975","（HDPE）HSGC7260(25kg/袋)协议品","507"
"976","（HDPE）DMDA-6200优等品","507"
"977","（HDPE）DMDA-6200协议品","507"
"978","（HDPE）DMDA-6200(25kg/袋)合格品","507"
"979","（HDPE）DMDA-6200(25kg/袋)优等品","507"
"980","（HDPE）DMDA-6200(25kg/袋)协议品","507"
"981","（HDPE）DGDZ-6095优等品","507"
"982","（HDPE）DGDZ-6095协议品","507"
"983","（HDPE）DGDZ-6095(25kg/袋)合格品","507"
"984","（HDPE）DGDZ-6095(25kg/袋)优等品","507"
"985","（HDPE）DGDZ-6095(25kg/袋)协议品","507"
"986","（HDPE）DGDX-6095优等品","507"
"987","（HDPE）DGDX-6095协议品","507"
"988","（HDPE）DGDX-6095(25kg/袋)合格品","507"
"989","（HDPE）DGDX-6095(25kg/袋)优等品","507"
"990","（HDPE）DGDX-6095(25kg/袋)协议品","507"
"991","（HDPE）ACP5831D优等品","507"
"992","（HDPE）ACP5831D协议品","507"
"993","（HDPE）ACP5831D(25kg/袋)合格品","507"
"994","（HDPE）ACP5831D(25kg/袋)优等品","507"
"995","（HDPE）ACP5831D(25kg/袋)协议品","507"
"996","（HDPE）ACP9255优等品","507"
"997","（HDPE）ACP9255协议品","507"
"998","（HDPE）ACP9255(25kg/袋)优等品","507"
"999","（HDPE）ACP9255(25kg/袋)协议品","507"
"1000","（HDPE）DMDZ-6149优等品","507"
"1001","（HDPE）DMDZ-6149协议品","507"
"1002","（HDPE）DMDZ-6149(25kg/袋)合格品","507"
"1003","（HDPE）DMDZ-6149(25kg/袋)优等品","507"
"1004","（HDPE）DMDZ-6149(25kg/袋)协议品","507"
"1005","（HDPE）DGDB-6097优等品","507"
"1006","（HDPE）DGDB-6097协议品","507"
"1007","（HDPE）DGDB-6097合格品","507"
"1008","（HDPE）DGDB-6097(25kg/袋)优等品","507"
"1009","（HDPE）DGDB-6097(25kg/袋)协议品","507"
"1010","(PP)GH25S优等品","512"
"1011","(PP)GH25S协议品","512"
"1012","(PP)GH25S合格品","512"
"1013","(PP)GH25S(25kg/袋)优等品","512"
"1014","(PP)GH25S(25kg/袋)合格品","512"
